match_id,player1_id,player2_id,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20251221-M-NextGen_Finals-F-Alexander_Blockx-Learner_Tien,p_21727411,p_0d496700,20251221,NextGen Finals,F,,Centre Court,Hard,,5,N,stard54
20251219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Justin_Engel,p_1fb81ed3,p_24f72e68,20251219,NextGen Finals,RR,,,Hard,Mohamed Lahyani,5,N,Isaac
20251217-M-NextGen_Finals-RR-Rafael_Jodar-Learner_Tien,p_6c2ccac0,p_0d496700,20251217,NextGen Finals,RR,,Centre Court,Hard,,5,N,stard54
20251217-M-NextGen_Finals-RR-Dino_Prizmic-Nishesh_Basavareddy,p_1c7f74d4,p_1fb81ed3,20251217,NextGen Finals,RR,3:00 PM,Centre Court,Hard,,5,N,stard54
20251214-M-Dutch_Championships-F-Jesper_De_Jong-Daniel_De_Jonge,p_aead2cb3,p_715c1997,20251214,Dutch Championships,F,,NTC Amstelveen,Hard,,3,1,Zindaras
20251123-M-Davis_Cup_Finals-RR-Matteo_Berrettini-Pablo_Carreno_Busta,p_fa68f92c,p_f67250a1,20251123,Davis Cup Finals,RR,5pm,Centre,Hard,Timo Janzen,3,1,Edo
20251123-M-Davis_Cup_Finals-RR-Jaume_Munar-Flavio_Cobolli,p_bfaf785f,p_9dcd04f3,20251123,Davis Cup Finals,RR,7pm,Centre,Hard,Marijana Veljovic,3,1,Edo
20251121-M-NCAA_Individual_Finals-QF-Michael_Zheng-Ozan_Baris,p_78bc8dd1,p_1986f0b2,20251121,NCAA Individual Finals,QF,10:00 AM,6,Hard,,3,1,2td2
20251121-M-Davis_Cup_Finals-RR-Flavio_Cobolli-Zizou_Bergs,p_9dcd04f3,p_556904db,20251121,Davis Cup Finals,RR,6pm,Centre,Hard,Timo Janzen,3,1,Edo
20251116-M-Tour_Finals-F-Carlos_Alcaraz-Jannik_Sinner,p_bd725038,p_e8cf3b2c,20251116,Tour Finals,F,,,Hard,,3,1,Ludo
20251115-M-Tour_Finals-SF-Carlos_Alcaraz-Felix_Auger_Aliassime,p_bd725038,p_bb6469ce,20251115,Tour Finals,SF,,,Hard,,3,1,Ludo
20251115-M-Tour_Finals-SF-Alex_De_Minaur-Jannik_Sinner,p_2d990e48,p_e8cf3b2c,20251115,Tour Finals,SF,2pm,Centre,Hard,Nacho Forcadell,3,1,Edo
20251114-M-Tour_Finals-RR-Taylor_Fritz-Alex_De_Minaur,p_3e0cd905,p_2d990e48,20251114,Tour Finals,RR,,,Hard,,3,1,stard54
20251113-M-Tour_Finals-RR-Carlos_Alcaraz-Lorenzo_Musetti,p_bd725038,p_d1739620,20251113,Tour Finals,RR,,,Hard,,3,1,Ludo
20251112-M-Tour_Finals-RR-Jannik_Sinner-Alexander_Zverev,p_e8cf3b2c,p_3585d054,20251112,Tour Finals,RR,,,Hard,,3,1,Isaac
20251111-M-Tour_Finals-RR-Alex_De_Minaur-Lorenzo_Musetti,p_2d990e48,p_d1739620,20251111,Tour Finals,RR,8pm,Centre,Hard,Nacho Forcadell,3,1,Edo
20251110-M-Tour_Finals-RR-Taylor_Fritz-Lorenzo_Musetti,p_3e0cd905,p_d1739620,20251110,Tour Finals,RR,2:20 PM,Inalpi,Hard,R. Lichtenstein,3,1,BG
20251108-M-Athens-F-Novak_Djokovic-Lorenzo_Musetti,p_07e43d13,p_d1739620,20251108,Athens,F,,Center,Hard,R. Haigh,3,1,BG
20251107-M-Lima_CH-QF-Marcelo_Tomas_Barrios_Vera-Juan_Bautista_Torres,p_0c62d974,p_d2c08ecb,20251107,Lima CH,QF,,Cancha Central,Clay,,3,1,Zindaras
20251107-M-Athens-SF-Sebastian_Korda-Lorenzo_Musetti,p_d4287338,p_d1739620,20251107,Athens,SF,6:00 PM,Center,Hard,R. Andrei,3,1,Mike Allen
20251107-M-Athens-SF-Novak_Djokovic-Yannick_Hanfmann,p_07e43d13,p_811d9c7f,20251107,Athens,SF,,Center,Hard,R. Balmforth,3,1,BG
20251105-M-Metz-R16-Moez_Echargui-Learner_Tien,p_2f34b2f3,p_0d496700,20251105,Metz,R16,2:00 PM,Central,Hard,Louis Boucharinc,3,1,Mike Allen
20251104-M-Athens-R16-Alejandro_Tabilo-Novak_Djokovic,p_ef66fe60,p_07e43d13,20251104,Athens,R16,,,Hard,,3,1,Isaac
20251103-M-Metz-R32-Jan_Choinski-Lorenzo_Sonego,p_747e0672,p_5bbad460,20251103,Metz,R32,2:00 PM,Central,Hard,Arnaud Gabas,3,1,Mike Allen
20251102-M-Paris_Masters-F-Felix_Auger_Aliassime-Jannik_Sinner,p_bb6469ce,p_e8cf3b2c,20251102,Paris Masters,F,,,Hard,,3,1,Ludo
20251102-M-Athens-R32-Stefanos_Sakellaridis-Nuno_Borges,p_8449aba6,p_51f333f9,20251102,Athens,R32,5:00 PM,Center,Hard,Raluca Andrei,3,1,Mike Allen
20251102-M-Athens-R32-Sebastian_Korda-Alexei_Popyrin,p_d4287338,p_54181a79,20251102,Athens,R32,6:40PM,Center,Hard,M. Veljovic,3,1,Mike Allen
20251101-M-Paris_Masters-SF-Alexander_Zverev-Jannik_Sinner,p_3585d054,p_e8cf3b2c,20251101,Paris Masters,SF,,,Hard,,3,1,Ludo
20251031-M-Paris_Masters-QF-Valentin_Vacherot-Felix_Auger_Aliassime,p_30c1f379,p_bb6469ce,20251031,Paris Masters,QF,,,Hard,,3,1,Isaac
20251031-M-Paris_Masters-QF-Ben_Shelton-Jannik_Sinner,p_d7ae348e,p_e8cf3b2c,20251031,Paris Masters,QF,7:00 PM,Central,Hard,Marijana Veljovic,3,1,Mike Allen
20251030-M-Paris_Masters-R16-Valentin_Vacherot-Cameron_Norrie,p_30c1f379,p_d0360081,20251030,Paris Masters,R16,,,Hard,,3,1,Isaac
20251029-M-Paris_Masters-R32-Alejandro_Davidovich_Fokina-Arthur_Cazaux,p_d9e1d790,p_585e0ad4,20251029,Paris Masters,R32,4:05 PM,1,Hard,,3,1,Mike Allen
20251028-M-Paris_Masters-R64-Jaume_Munar-Daniil_Medvedev,p_bfaf785f,p_3ebad92b,20251028,Paris Masters,R64,,,Hard,,3,1,Ludo
20251028-M-Paris_Masters-R32-Cameron_Norrie-Carlos_Alcaraz,p_d0360081,p_bd725038,20251028,Paris Masters,R32,,,Hard,,3,1,Isaac
20251027-M-Paris_Masters-R64-Arthur_Cazaux-Luciano_Darderi,p_585e0ad4,p_ec0befdd,20251027,Paris Masters,R64,11:10 AM,Central,Hard,C. Rask,3,1,BG
20251026-M-Vienna-F-Alexander_Zverev-Jannik_Sinner,p_3585d054,p_e8cf3b2c,20251026,Vienna,F,8pm,Centre,Hard,Renaud Lichtenstein,3,1,Edo
20251026-M-Basel-F-Joao_Fonseca-Alejandro_Davidovich_Fokina,p_b58f6294,p_d9e1d790,20251026,Basel,F,,,Hard,,3,1,Ludo
20251025-M-Vienna-SF-Jannik_Sinner-Alex_De_Minaur,p_e8cf3b2c,p_2d990e48,20251025,Vienna,SF,,,Hard,,3,1,Isaac
20251025-M-Basel-SF-Jaume_Munar-Joao_Fonseca,p_bfaf785f,p_b58f6294,20251025,Basel,SF,,,Hard,,3,1,Ludo
20251024-M-Vienna-QF-Alexander_Bublik-Jannik_Sinner,p_11fc2fc7,p_e8cf3b2c,20251024,Vienna,QF,,,Hard,,3,1,Isaac
20251024-M-Vienna-QF-Alex_De_Minaur-Matteo_Berrettini,p_2d990e48,p_fa68f92c,20251024,Vienna,QF,1:30 PM,Center,Hard,Adel Nour,3,1,Mike Allen
20251023-M-Vienna-R16-Flavio_Cobolli-Jannik_Sinner,p_9dcd04f3,p_e8cf3b2c,20251023,Vienna,R16,8pm,Centre,Hard,Fergus Murphy,3,1,Edo
20251022-M-Vienna-R32-Daniel_Altmaier-Jannik_Sinner,p_81cea9b7,p_e8cf3b2c,20251022,Vienna,R32,,,Hard,,3,1,Ludo
20251021-M-Basel-R32-Giovanni_Mpetshi_Perricard-Joao_Fonseca,p_060be673,p_b58f6294,20251021,Basel,R32,,,Hard,,3,1,Ludo
20251019-M-Stockholm-F-Casper_Ruud-Ugo_Humbert,p_6f22c6ae,p_b5f240cb,20251019,Stockholm,F,15:00,Centre,Hard,Louise Azemar Engzell,3,1,Julie DL
20251019-M-Hersonissos_CH-F-Maxim_Mrva-Harry_Wendelken,p_e450e5fe,p_edc6c3c3,20251019,Hersonissos CH,F,,Centre Court,Hard,,3,1,Zindaras
20251019-M-Almaty-F-Daniil_Medvedev-Corentin_Moutet,p_3ebad92b,p_d347e65f,20251019,Almaty,F,15:10,Center,Hard,Alison Hughes,3,1,Zindaras
20251018-M-Stockholm-SF-Casper_Ruud-Denis_Shapovalov,p_6f22c6ae,p_ffc2c43f,20251018,Stockholm,SF,18:00,Center,Hard,Christian Rask,3,1,Julie DL
20251018-M-Six_Kings_Slam-F-Carlos_Alcaraz-Jannik_Sinner,p_bd725038,p_e8cf3b2c,20251018,Six Kings Slam,F,3pm,Centre,Hard,Carlos Ramos,3,1,Edo
20251018-M-Almaty-SF-James_Duckworth-Daniil_Medvedev,p_bf2e4c98,p_3ebad92b,20251018,Almaty,SF,3:00 PM,Center,Hard,Raluca Andrei,3,1,Mike Allen
20251017-M-Stockholm-QF-Casper_Ruud-Sebastian_Korda,p_6f22c6ae,p_d4287338,20251017,Stockholm,QF,18:30,Center,Hard,Arnaud Gabas,3,1,Julie DL
20251017-M-Brussels-QF-Lorenzo_Musetti-Giovanni_Mpetshi_Perricard,p_d1739620,p_060be673,20251017,Brussels,QF,,,Hard,,3,1,Ludo
20251017-M-Almaty-QF-Fabian_Marozsan-Daniil_Medvedev,p_f6e504b1,p_3ebad92b,20251017,Almaty,QF,,,Hard,,3,1,Ludo
20251015-M-Stockholm-R16-Marin_Cilic-Casper_Ruud,p_2663fec8,p_6f22c6ae,20251015,Stockholm,R16,18:00,Centre,Hard,Manuel Absolu,3,1,Julie DL
20251015-M-Brussels-R16-Francisco_Comesana-Raphael_Collignon,p_9cf264a8,p_a51fab70,20251015,Brussels,R16,18:10,Center,Hard,,3,1,Zindaras
20251014-M-Hersonnisos_CH-R32-Harry_Wendelken-Michael_Geerts,p_edc6c3c3,p_66bfa1ba,20251014,Hersonnisos CH,R32,,20,Hard,,3,1,Zindaras
20251014-M-Brussels-R32-Botic_Van_De_Zandschulp-Joao_Fonseca,p_21ff5c6b,p_b58f6294,20251014,Brussels,R32,20:30,Centre,Hard,James Keothavong,3,1,Zindaras
20251014-M-Almaty-R32-Brandon_Nakashima-Hamad_Medjedovic,p_9a89e9df,p_945f44d4,20251014,Almaty,R32,,,Hard,,3,1,Ludo
20251013-M-Stockholm-R32-Tallon_Griekspoor-Jacob_Fearnley,p_86c8741b,p_70d2f6ee,20251013,Stockholm,R32,14:55,Centre,Hard,Arnaud Gabas,3,1,Zindaras
20251013-M-Almaty-R32-Corentin_Moutet-Bernard_Tomic,p_d347e65f,p_d755d18c,20251013,Almaty,R32,19:10,Center,Hard,Alison Hughes,3,1,Zindaras
20251012-M-Shanghai_Masters-F-Valentin_Vacherot-Arthur_Rinderknech,p_30c1f379,p_0fd669b4,20251012,Shanghai Masters,F,16:45,Stadium,Hard,Greg Allensworth,3,1,Zindaras
20251011-M-Shanghai_Masters-SF-Valentin_Vacherot-Novak_Djokovic,p_30c1f379,p_07e43d13,20251011,Shanghai Masters,SF,,,Hard,,3,1,Isaac
20251010-M-Shanghai_Masters-QF-Alex_De_Minaur-Daniil_Medvedev,p_2d990e48,p_3ebad92b,20251010,Shanghai Masters,QF,18:40,Stadium Court,Hard,Renaud Lichtenstein,3,1,Zindaras
20251005-M-Shanghai_Masters-R32-Taylor_Fritz-Giovanni_Mpetshi_Perricard,p_3e0cd905,p_060be673,20251005,Shanghai Masters,R32,2:25 PM,Stadium,Hard,C. Rask,3,1,Mike Allen
20251005-M-Shanghai_Masters-R32-Tallon_Griekspoor-Jannik_Sinner,p_86c8741b,p_e8cf3b2c,20251005,Shanghai Masters,R32,21:45,Stadium Court,Hard,Jimmy Pinoargote,3,1,Zindaras
20251004-M-Shanghai_Masters-R64-Francisco_Comesana-Lorenzo_Musetti,p_9cf264a8,p_d1739620,20251004,Shanghai Masters,R64,2:50 PM,Grandstand 2,Hard,A. Nour,3,1,BG
20251003-M-Shanghai_Masters-R64-Novak_Djokovic-Marin_Cilic,p_07e43d13,p_2663fec8,20251003,Shanghai Masters,R64,,,Hard,,3,1,Isaac
20251002-M-Shanghai_Masters-R128-Jesper_De_Jong-Yi_Zhou,p_aead2cb3,p_7706f350,20251002,Shanghai Masters,R128,14:40,Grandstand 2,Hard,,3,1,Zindaras
20251001-M-Beijing-F-Learner_Tien-Jannik_Sinner,p_0d496700,p_e8cf3b2c,20251001,Beijing,F,4pm,Centre,Hard,Mohamed Lahyani,3,1,Edo
20250930-M-Tokyo-F-Taylor_Fritz-Carlos_Alcaraz,p_3e0cd905,p_bd725038,20250930,Tokyo,F,,,Hard,,3,1,Ludo
20250930-M-Beijing-SF-Jannik_Sinner-Alex_De_Minaur,p_e8cf3b2c,p_2d990e48,20250930,Beijing,SF,,,Hard,,3,1,Isaac
20250929-M-Tokyo-SF-Taylor_Fritz-Jenson_Brooksby,p_3e0cd905,p_1383f04d,20250929,Tokyo,SF,,Colosseum,Hard,N. Forcadell,3,1,BG
20250929-M-Tokyo-SF-Casper_Ruud-Carlos_Alcaraz,p_6f22c6ae,p_bd725038,20250929,Tokyo,SF,,,Hard,,3,1,Ludo
20250928-M-Tokyo-QF-Casper_Ruud-Aleksandar_Vukic,p_6f22c6ae,p_6f01418e,20250928,Tokyo,QF,,,Hard,,3,1,Ludo
20250928-M-Tokyo-QF-Brandon_Nakashima-Carlos_Alcaraz,p_9a89e9df,p_bd725038,20250928,Tokyo,QF,,,Hard,,3,1,Ludo
20250928-M-Beijing-QF-Daniil_Medvedev-Alexander_Zverev,p_3ebad92b,p_3585d054,20250928,Beijing,QF,,,Hard,,3,1,Ludo
20250927-M-Tokyo-R16-Carlos_Alcaraz-Zizou_Bergs,p_bd725038,p_556904db,20250927,Tokyo,R16,,,Hard,,3,1,Ludo
20250926-M-Tokyo-R16-Casper_Ruud-Matteo_Berrettini,p_6f22c6ae,p_fa68f92c,20250926,Tokyo,R16,21:00,Colosseum,Hard,Nacho Forcadell,3,1,Julie DL
20250925-M-Tokyo-R32-Sebastian_Baez-Carlos_Alcaraz,p_93429780,p_bd725038,20250925,Tokyo,R32,,,Hard,,3,1,Ludo
20250925-M-Beijing-R32-Marin_Cilic-Jannik_Sinner,p_2663fec8,p_e8cf3b2c,20250925,Beijing,R32,,,Hard,Mohamed Lahyani,3,1,Isaac
20250923-M-Chengdu-F-Alejandro_Tabilo-Lorenzo_Musetti,p_ef66fe60,p_d1739620,20250923,Chengdu,F,,Center,Hard,J. Pinoargote,3,1,BG
20250922-M-Hangzhou-SF-Yibing_Wu-Alexander_Bublik,p_a5fedb79,p_11fc2fc7,20250922,Hangzhou,SF,,,Hard,,3,1,Ludo
20250922-M-Chengdu-SF-Lorenzo_Musetti-Alexander_Shevchenko,p_d1739620,p_9130c308,20250922,Chengdu,SF,,,Hard,,3,1,Ludo
20250920-M-Hangzhou-R16-Yibing_Wu-Sebastian_Korda,p_a5fedb79,p_d4287338,20250920,Hangzhou,R16,1:30 PM,Centre Court,Hard,,3,1,stard54
20250920-M-Chengdu-R16-Dino_Prizmic-Lorenzo_Musetti,p_1c7f74d4,p_d1739620,20250920,Chengdu,R16,,Center,Hard,J. Blom,3,1,BG
20250913-M-Davis_Cup_Qualifiers-RR-Francisco_Comesana-Jesper_De_Jong,p_9cf264a8,p_aead2cb3,20250913,Davis Cup Qualifiers,RR,,Martiniplaza Groningen,Hard,Ben Anderson,3,1,Zindaras
20250913-M-Davis_Cup_Qualifiers-RR-Alex_De_Minaur-Raphael_Collignon,p_2d990e48,p_a51fab70,20250913,Davis Cup Qualifiers,RR,1:00 PM,Ken Rosewell Arena,Hard,,3,1,stard54
20250912-M-Davis_Cup_Qualifiers-RR-Jesper_De_Jong-Tomas_Martin_Etcheverry,p_aead2cb3,p_49235b60,20250912,Davis Cup Qualifiers,RR,14:15,Martinaplaza Groningen,Hard,,3,1,Zindaras
20250912-M-Davis_Cup_Qualifiers-RR-Francisco_Cerundolo-Botic_Van_De_Zandschulp,p_d96c9cb1,p_21ff5c6b,20250912,Davis Cup Qualifiers,RR,,Martiniplaza Groningen,Hard,Ben Anderson,3,1,Zindaras
20250907-M-US_Open-F-Jannik_Sinner-Carlos_Alcaraz,p_e8cf3b2c,p_bd725038,20250907,US Open,F,14:50,Arthur Ashe Stadium,Hard,James Keothavong,5,A,Zindaras
20250906-M-US_Open-SF-Jannik_Sinner-Felix_Auger_Aliassime,p_e8cf3b2c,p_bb6469ce,20250906,US Open,SF,7pm,Arthur Ashe,Hard,Nico Helwerth,5,A,Edo
20250905-M-US_Open-SF-Novak_Djokovic-Carlos_Alcaraz,p_07e43d13,p_bd725038,20250905,US Open,SF,,,Hard,,5,A,Ludo
20250903-M-US_Open-QF-Jannik_Sinner-Lorenzo_Musetti,p_e8cf3b2c,p_d1739620,20250903,US Open,QF,7pm,Arthur Ashe,Hard,Greg Allensworth,5,A,Edo
20250903-M-US_Open-QF-Felix_Auger_Aliassime-Alex_De_Minaur,p_bb6469ce,p_2d990e48,20250903,US Open,QF,11:40 AM,Ashe,Hard,M. Bley,5,A,BG
20250902-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,p_07e43d13,p_3e0cd905,20250902,US Open,QF,,,Hard,,5,A,Isaac
20250902-M-US_Open-QF-Jiri_Lehecka-Carlos_Alcaraz,p_7f076bc3,p_bd725038,20250902,US Open,QF,,,Hard,,5,A,Isaac
20250901-M-US_Open-R16-Taylor_Fritz-Tomas_Machac,p_3e0cd905,p_fe3867d0,20250901,US Open,R16,,,Hard,,5,A,Ludo
20250901-M-US_Open-R16-Alexander_Bublik-Jannik_Sinner,p_11fc2fc7,p_e8cf3b2c,20250901,US Open,R16,,,Hard,,5,A,Isaac
20250831-M-US_Open-R16-Novak_Djokovic-Jan_Lennard_Struff,p_07e43d13,p_a8ea60fb,20250831,US Open,R16,9:15 PM,Centre,Hard,,5,A,Davi
20250831-M-Porto_CH-F-Guy_Den_Ouden-Gilles_Arnaud_Bailly,p_a9824f1a,p_a48e7af7,20250831,Porto CH,F,,Central,Clay,,3,1,Zindaras
20250830-M-US_Open-R32-Lorenzo_Musetti-Flavio_Cobolli,p_d1739620,p_9dcd04f3,20250830,US Open,R32,3pm,Louis Armstrong,Hard,Greg Allensworth,5,A,Edo
20250829-M-US_Open-R32-Carlos_Alcaraz-Luciano_Darderi,p_bd725038,p_ec0befdd,20250829,US Open,R32,,,Hard,,5,A,Ludo
20250828-M-US_Open-R64-Jannik_Sinner-Alexei_Popyrin,p_e8cf3b2c,p_54181a79,20250828,US Open,R64,,,Hard,,5,A,Isaac
20250828-M-US_Open-R64-Carlos_Alcaraz-Mattia_Bellucci,p_bd725038,p_9e850986,20250828,US Open,R64,,,Hard,,5,A,Ludo
20250827-M-US_Open-R64-Zachary_Svajda-Novak_Djokovic,p_2331d57d,p_07e43d13,20250827,US Open,R64,,,Hard,,5,1,Isaac
20250827-M-US_Open-R64-Joao_Fonseca-Tomas_Machac,p_b58f6294,p_fe3867d0,20250827,US Open,R64,,,Hard,,5,A,Ludo
20250827-M-US_Open-R64-Casper_Ruud-Raphael_Collignon,p_6f22c6ae,p_a51fab70,20250827,US Open,R64,1:00 PM,17,Hard,,5,A,BG
20250826-M-US_Open-R128-Reilly_Opelka-Carlos_Alcaraz,p_9f58c081,p_bd725038,20250826,US Open,R128,,,Hard,,5,A,Ludo
20250826-M-US_Open-R128-Jannik_Sinner-Vit_Kopriva,p_e8cf3b2c,p_30a306bb,20250826,US Open,R128,,,Hard,,5,A,Isaac
20250826-M-US_Open-R128-Daniel_Altmaier-Hamad_Medjedovic,p_81cea9b7,p_945f44d4,20250826,US Open,R128,,13,Hard,A. Rocha,5,A,BG
20250824-M-US_Open-R128-Novak_Djokovic-Learner_Tien,p_07e43d13,p_0d496700,20250824,US Open,R128,,,Hard,,5,A,Isaac
20250824-M-US_Open-R128-Jesper_De_Jong-Brandon_Nakashima,p_aead2cb3,p_9a89e9df,20250824,US Open,R128,7:10 PM,Grandstand,Hard,F. Souza,5,A,BG
20250824-M-US_Open-R128-Benjamin_Bonzi-Daniil_Medvedev,p_7ac03f02,p_3ebad92b,20250824,US Open,R128,9:05 PM,Armstrong,Hard,G. Allensworth,5,A,BG
20250824-M-US_Open-R128-Adrian_Mannarino-Tallon_Griekspoor,p_fee56aaa,p_86c8741b,20250824,US Open,R128,,7,Hard,E. Asderaki-Moore,5,A,BG
20250823-M-Winston_Salem-F-Marton_Fucsovics-Botic_Van_De_Zandschulp,p_be904057,p_21ff5c6b,20250823,Winston Salem,F,,Stadium,Hard,Adel Nour,3,1,Zindaras
20250818-M-Cincinnati_Masters-F-Jannik_Sinner-Carlos_Alcaraz,p_e8cf3b2c,p_bd725038,20250818,Cincinnati Masters,F,,Center,Hard,,3,1,stard54
20250814-M-Cincinnati_Masters-R16-Carlos_Alcaraz-Luca_Nardi,p_bd725038,p_85dd3e68,20250814,Cincinnati Masters,R16,,,Hard,,3,1,elarmitage
20250814-M-Cincinnati_Masters-QF-Jannik_Sinner-Felix_Auger_Aliassime,p_e8cf3b2c,p_bb6469ce,20250814,Cincinnati Masters,QF,11:00 AM,P&G Centre Court,Hard,,3,1,stard54
20250813-M-Cincinnati_Masters-R16-Adrian_Mannarino-Jannik_Sinner,p_fee56aaa,p_e8cf3b2c,20250813,Cincinnati Masters,R16,,,Hard,,3,1,Isaac
20250812-M-Cincinnati_Masters-R32-Hamad_Medjedovic-Carlos_Alcaraz,p_945f44d4,p_bd725038,20250812,Cincinnati Masters,R32,,,Hard,,3,1,Ludo
20250812-M-Cincinnati_Masters-R32-Gabriel_Diallo-Jannik_Sinner,p_0e992454,p_e8cf3b2c,20250812,Cincinnati Masters,R32,,,Hard,,3,1,Ludo
20250810-M-Cincinnati_Masters-R64-Reilly_Opelka-Alex_De_Minaur,p_9f58c081,p_2d990e48,20250810,Cincinnati Masters,R64,,,Hard,,3,1,Ludo
20250809-M-Cincinnati_Masters-R64-Jannik_Sinner-Daniel_Elahi_Galan,p_e8cf3b2c,p_4e246920,20250809,Cincinnati Masters,R64,,,Hard,,3,1,Ludo
20250809-M-Cincinnati-R64-Joao_Fonseca-Alejandro_Davidovich_Fokina,p_b58f6294,p_d9e1d790,20250809,Cincinnati,R64,,3,Hard,M. Lahyani,3,1,BG
20250807-M-Canada_Masters-F-Ben_Shelton-Karen_Khachanov,p_d7ae348e,p_81e26dec,20250807,Canada Masters,F,7:30 PM,,Hard,Fergus Murphy,3,1,stard54
20250805-M-Canada_Masters-QF-Taylor_Fritz-Andrey_Rublev,p_3e0cd905,p_9165dd54,20250805,Canada Masters,QF,,,Hard,,3,1,Ludo
20250805-M-Canada_Masters-QF-Ben_Shelton-Alex_De_Minaur,p_d7ae348e,p_2d990e48,20250805,Canada Masters,QF,8:50 PM,Centre,Hard,K. Radwan-Cho,3,1,BG
20250804-M-Cincinnati_Masters-R16-Francisco_Comesana-Andrey_Rublev,p_9cf264a8,p_9165dd54,20250804,Cincinnati Masters,R16,,,Hard,,3,1,Ludo
20250803-M-Hagen_CH-F-Yannick_Hanfmann-Guy_Den_Ouden,p_811d9c7f,p_a9824f1a,20250803,Hagen CH,F,,Platzmann Centre Court,Clay,,3,1,Zindaras
20250802-M-Canada_Masters-R16-Casper_Ruud-Karen_Khachanov,p_6f22c6ae,p_81e26dec,20250802,Canada Masters,R16,,Centre,Hard,,3,1,VkZz
20250801-M-Canada_Masters-R32-Jakub_Mensik-Alejandro_Davidovich_Fokina,p_6742ad97,p_d9e1d790,20250801,Canada Masters,R32,,,Hard,,3,1,Ludo
20250801-M-Canada_Masters-R32-Gabriel_Diallo-Taylor_Fritz,p_0e992454,p_3e0cd905,20250801,Canada Masters,R32,,,Hard,,3,1,Ludo
20250801-M-Canada_Masters-R32-Arthur_Fils-Jiri_Lehecka,p_b6ac3e1f,p_7f076bc3,20250801,Canada Masters,R32,12:50 PM,Grandstand,Hard,M. Lahyani,3,1,VkZz
20250731-M-Canada_Masters-R32-Alexandre_Muller-Holger_Rune,p_e7c17b61,p_115e4f97,20250731,Canada Masters,R32,7:25 PM,Grandstand,Hard,R. Haigh,3,1,VkZz
20250730-M-Canada_Masters-R32-Francisco_Comesana-Alex_De_Minaur,p_9cf264a8,p_2d990e48,20250730,Canada Masters,R32,9:30 PM,1,Hard,F. Murphy,3,1,VkZz
20250729-M-Canada_Masters-R64-Roman_Safiullin-Casper_Ruud,p_92b75ba1,p_6f22c6ae,20250729,Canada Masters,R64,,,Hard,,3,1,Ludo
20250729-M-Canada_Masters-R64-Lorenzo_Musetti-James_Duckworth,p_d1739620,p_bf2e4c98,20250729,Canada Masters,R64,2:10 PM,Centre,Hard,J. Keothavong,3,1,BG
20250728-M-Canada_Masters-R128-Dan_Martin-Jaume_Munar,p_cdc3e47e,p_bfaf785f,20250728,Canada Masters,R128,12:40,Centre Court,Hard,Adel Nour,3,1,Zindaras
20250727-M-Washington-F-Alex_De_Minaur-Alejandro_Davidovich_Fokina,p_2d990e48,p_d9e1d790,20250727,Washington,F,,,Hard,,3,1,stard54
20250727-M-Canada_Masters-R128-Nicolas_Arseneault-Valentin_Royer,p_7b04ee59,p_bc37bbe2,20250727,Canada Masters,R128,17:40,Grandstand,Hard,Ana Carvalho,3,1,Zindaras
20250726-M-Kitzbuhel-F-Alexander_Bublik-Arthur_Cazaux,p_11fc2fc7,p_585e0ad4,20250726,Kitzbuhel,F,,,Clay,,3,1,Ludo
20250725-M-Kitzbuhel-SF-Alexander_Bublik-Botic_Van_De_Zandschulp,p_11fc2fc7,p_21ff5c6b,20250725,Kitzbuhel,SF,,,Clay,,3,1,Ludo
20250723-M-Washington-R32-Reilly_Opelka-Daniil_Medvedev,p_9f58c081,p_3ebad92b,20250723,Washington,R32,,,Hard,,3,1,Ludo
20250722-M-Washington-R32-Lorenzo_Musetti-Cameron_Norrie,p_d1739620,p_d0360081,20250722,Washington,R32,3:00 PM,Harris,Hard,M. Lahyani,3,1,BG
20250722-M-Washington-R32-Ben_Shelton-Mackenzie_Mcdonald,p_d7ae348e,p_0098be79,20250722,Washington,R32,6:10 PM,Stadium,Hard,G. Allensworth,3,1,BG
20250721-M-Washington-R64-Yoshihito_Nishioka-Jenson_Brooksby,p_c0d88e96,p_1383f04d,20250721,Washington,R64,12:10 PM,Harris,Hard,J. Pinoargote,3,1,BG
20250720-M-Gstaad-F-Alexander_Bublik-Juan_Manuel_Cerundolo,p_11fc2fc7,p_05e15c54,20250720,Gstaad,F,11:40,Roy Emerson Arena,Clay,Adel Nour,3,1,Zindaras
20250719-M-Gstaad-SF-Juan_Manuel_Cerundolo-Ignacio_Buse,p_05e15c54,p_bbc1c9f8,20250719,Gstaad,SF,11:10 AM,Emerson,Clay,L. Boucharinc,3,1,BG
20250719-M-Gstaad-SF-Alexander_Bublik-Arthur_Cazaux,p_11fc2fc7,p_585e0ad4,20250719,Gstaad,SF,,,Clay,,3,1,Ludo
20250718-M-Gstaad-QF-Alexander_Bublik-Francisco_Comesana,p_11fc2fc7,p_9cf264a8,20250718,Gstaad,QF,,,Clay,,3,1,Ludo
20250718-M-Bastad-QF-Jesper_De_Jong-Tallon_Griekspoor,p_aead2cb3,p_86c8741b,20250718,Bastad,QF,,,Clay,Christian Rask,3,1,Zindaras
