match_id,player1_id,player2_id,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20211012-M-Indian_Wells_Masters-R32-Denis_Shapovalov-Aslan_Karatsev,p_ffc2c43f,p_23479edd,20211012,Indian Wells Masters,R32,,2,Hard,,3,1,Ludo
20211011-M-Indian_Wells_Masters-R64-John_Isner-Yoshihito_Nishioka,p_5de8c068,p_c0d88e96,20211011,Indian Wells Masters,R64,,Stadium 2,Hard,,3,1,Ludo
20211011-M-Indian_Wells_Masters-R32-Hubert_Hurkacz-Frances_Tiafoe,p_92ed4e4e,p_1f997fba,20211011,Indian Wells Masters,R32,7:10 PM,Stadium 2,Hard,Renaud Lichtenstein,3,1,Carrie
20211011-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Reilly_Opelka,p_9e22087a,p_9f58c081,20211011,Indian Wells Masters,R32,,1,Hard,,3,1,Ludo
20211010-M-Napoli_CH-F-Tallon_Griekspoor-Andrea_Pellegrino,p_86c8741b,p_2fb3ad3c,20211010,Napoli CH,F,,,Clay,,3,1,Zindaras
20211010-M-Indian_Wells_Masters-R64-Andy_Murray-Carlos_Alcaraz,p_6b509c58,p_bd725038,20211010,Indian Wells Masters,R64,13:05,Stadium 2,Hard,Mohamed Lahyani,3,1,Zindaras
20211009-M-Indian_Wells_Masters-R64-Hubert_Hurkacz-Alexei_Popyrin,p_92ed4e4e,p_54181a79,20211009,Indian Wells Masters,R64,11:10 AM,Stadium 7,Hard,Aurelie Tourte,3,1,Carrie
20211008-M-Santiago_CH-QF-Facundo_Mena-Sebastian_Baez,p_c395c8a6,p_93429780,20211008,Santiago CH,QF,,Center Court,Clay,,3,1,Ishan Porwal
20211007-M-Indian_Wells_Masters-R128-Marcos_Giron-Botic_Van_De_Zandschulp,p_02883b2f,p_21ff5c6b,20211007,Indian Wells Masters,R128,,Stadium 3,Hard,Renaud Lichtenstein,3,1,Zindaras
20211004-M-Santiago_CH-R32-Sebastian_Baez-Dalibor_Svrcina,p_93429780,p_6e11f1be,20211004,Santiago CH,R32,,Center Court,Clay,,3,1,Ishan Porwal
20211003-M-Sofia-F-Jannik_Sinner-Gael_Monfils,p_e8cf3b2c,p_cc443f65,20211003,Sofia,F,3pm,Centre,Hard,Nacho Forcadell,3,1,Edo
20211003-M-Murcia_CH-F-Roberto_Carballes_Baena-Tallon_Griekspoor,p_91c0b35c,p_86c8741b,20211003,Murcia CH,F,12:10,,Clay,,3,1,Zindaras
20210929-M-San_Diego-R32-Alex_Bolt-Hubert_Hurkacz,p_a7a95d79,p_92ed4e4e,20210929,San Diego,R32,1:25 PM,Barnes Stadium,Hard,Aurelie Tourte,3,1,Carrie
20210925-M-Metz-SF-Hubert_Hurkacz-Peter_Gojowczyk,p_92ed4e4e,p_3ff951fd,20210925,Metz,SF,1:10 PM,Court Central,Hard,Arnaud Gabas,3,1,Carrie
20210924-M-Metz-QF-Andy_Murray-Hubert_Hurkacz,p_6b509c58,p_92ed4e4e,20210924,Metz,QF,3:55 PM,Central,Hard,Manuel Messina,3,1,Carrie
20210923-M-Metz-R16-Hubert_Hurkacz-Lucas_Pouille,p_92ed4e4e,p_dd483714,20210923,Metz,R16,2:50 PM,Court Central,Hard,Marijana Veljovic,3,1,Carrie
20210918-M-Davis_Cup_Group_I-RR-Martin_Cuevas-Tallon_Griekspoor,p_c53b3f19,p_86c8741b,20210918,Davis Cup Group I,RR,,Carrasco Lawn Tenis,Clay,Manuel Absolu,3,1,Zindaras
20210918-M-Davis_Cup_Group_I-RR-Francisco_Llanes-Botic_Van_De_Zandschulp,p_8edaa15d,p_21ff5c6b,20210918,Davis Cup Group I,RR,11:10,Carrasco Lawn Tenis,Clay,,3,1,Zindaras
20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,p_07e43d13,p_3ebad92b,20210912,US Open,F,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
20210910-M-US_Open-SF-Novak_Djokovic-Alexander_Zverev,p_07e43d13,p_3585d054,20210910,US Open,SF,7pm,Ashe,Hard,Eva Asderaki-Moore,5,1,Edo
20210910-M-US_Open-SF-Felix_Auger_Aliassime-Daniil_Medvedev,p_bb6469ce,p_3ebad92b,20210910,US Open,SF,3pm,Ashe,Hard,Jaume Campistol,5,1,Edo
20210908-M-US_Open-QF-Novak_Djokovic-Matteo_Berrettini,p_07e43d13,p_fa68f92c,20210908,US Open,QF,9:00 PM,Ashe,Hard,J. Keothavong ,5,A,BG
20210907-M-US_Open-QF-Botic_Van_De_Zandschulp-Daniil_Medvedev,p_21ff5c6b,p_3ebad92b,20210907,US Open,QF,12:15,Arthur Ashe,Hard,Greg Allensworth,5,1,Zindaras
20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,p_1383f04d,p_07e43d13,20210906,US Open,R16,19:15,Arthur Ashe,Hard,Renaud Lichtenstein,5,1,Zindaras
20210906-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,p_e8cf3b2c,p_3585d054,20210906,US Open,R16,12pm,Ashe,Hard,Jaume Campistol,5,1,Edo
20210905-M-US_Open-R32-Reilly_Opelka-Nikoloz_Basilashvili,p_9f58c081,p_7363e707,20210905,US Open,R32,7:00 PM,Grandstand,Hard,,5,1,Ludo
20210905-M-US_Open-R16-Peter_Gojowczyk-Carlos_Alcaraz,p_3ff951fd,p_bd725038,20210905,US Open,R16,17:05,Grandstand,Hard,Jimmy Pinoargote,5,1,Zindaras
20210905-M-US_Open-R16-Diego_Schwartzman-Botic_Van_De_Zandschulp,p_12d0f5b0,p_21ff5c6b,20210905,US Open,R16,11:10,Louis Armstrong Stadium,Hard,Alison Hughes,5,1,Zindaras
20210905-M-US_Open-R16-Daniil_Medvedev-Daniel_Evans,p_3ebad92b,p_7cdc68e1,20210905,US Open,R16,,Arthur Ashe,Hard,,3,1,Ludo
20210904-M-US_Open-R32-Novak_Djokovic-Kei_Nishikori,p_07e43d13,p_972a440c,20210904,US Open,R32,,,Hard,,5,1,Isaac
20210904-M-US_Open-R32-Jannik_Sinner-Gael_Monfils,p_e8cf3b2c,p_cc443f65,20210904,US Open,R32,14:10,Armstrong,Hard,Jennifer Zhang,5,1,Zindaras
20210903-M-US_Open-R32-Stefanos_Tsitsipas-Carlos_Alcaraz,p_96b5e7e6,p_bd725038,20210903,US Open,R32,3pm,Ashe,Hard,James Keothavong,5,1,Edo
20210903-M-US_Open-R32-Pablo_Andujar-Daniil_Medvedev,p_42eed9b9,p_3ebad92b,20210903,US Open,R32,13:55,Louis Armstrong,Hard,Dumusois,5,1,Ludo
20210903-M-US_Open-R32-Felix_Auger_Aliassime-Roberto_Bautista_Agut,p_bb6469ce,p_6ba2961d,20210903,US Open,R32,7:20 PM,Armstrong,Hard,,5,1,BG
20210903-M-US_Open-R32-Facundo_Bagnis-Botic_Van_De_Zandschulp,p_be9ca608,p_21ff5c6b,20210903,US Open,R32,17:30,17,Hard,Christian Rask,5,1,Zindaras
20210902-M-US_Open-R64-Taylor_Fritz-Jenson_Brooksby,p_3e0cd905,p_1383f04d,20210902,US Open,R64,17:40,Grandstand,Hard,Alex Robein,5,1,Zindaras
20210902-M-US_Open-R64-Reilly_Opelka-Lorenzo_Musetti,p_9f58c081,p_d1739620,20210902,US Open,R64,,17,Hard,,5,1,Ludo
20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,p_07e43d13,p_86c8741b,20210902,US Open,R64,19:15,Arthur Ashe,Hard,Renaud Lichtenstein,5,1,Zindaras
20210902-M-US_Open-R64-Jordan_Thompson-Aslan_Karatsev,p_3d75f833,p_23479edd,20210902,US Open,R64,,11,Hard,Greg  Allensworth,5,1,Zindaras
20210901-M-US_Open-R64-Casper_Ruud-Botic_Van_De_Zandschulp,p_6f22c6ae,p_21ff5c6b,20210901,US Open,R64,,13,Hard,Jimmy Pinoargote,5,1,Zindaras
20210831-M-US_Open-R128-Tallon_Griekspoor-Jan_Lennard_Struff,p_86c8741b,p_a8ea60fb,20210831,US Open,R128,,9,Hard,Jimmy Pinoargote,5,1,Zindaras
20210831-M-US_Open-R128-Roberto_Bautista_Agut-Nick_Kyrgios,p_6ba2961d,p_5c9375b2,20210831,US Open,R128,11:00 AM,Louis Armstrong Stadium,Hard,Bernardes,5,1,Ludo
20210831-M-US_Open-R128-Mikael_Ymer-Jenson_Brooksby,p_bd2b8c70,p_1383f04d,20210831,US Open,R128,,4,Hard,Carlos Bernardes,5,1,Zindaras
20210831-M-US_Open-R128-Maxime_Cressy-Pablo_Carreno_Busta,p_cb4a43ae,p_f67250a1,20210831,US Open,R128,,4,Hard,Alison Hughes,5,1,Zindaras
20210831-M-US_Open-R128-Feliciano_Lopez-Bernabe_Zapata_Miralles,p_085c9cb5,p_c9b4b9ac,20210831,US Open,R128,,6,Hard,Damien Dumusois,5,1,Zindaras
20210831-M-US_Open-R128-Daniil_Medvedev-Richard_Gasquet,p_3ebad92b,p_5fdf0504,20210831,US Open,R128,11:05 PM,Arthur Ashe,Hard,,5,1,Ludo
20210831-M-US_Open-R128-Andreas_Seppi-Marton_Fucsovics,p_d7f4b827,p_be904057,20210831,US Open,R128,,8,Hard,Marijana Veljovic,5,1,Zindaras
20210830-M-US_Open-R128-Stefanos_Tsitsipas-Andy_Murray,p_96b5e7e6,p_6b509c58,20210830,US Open,R128,,Arthur Ashe,Hard,,5,1,Zindaras
20210830-M-US_Open-R128-Carlos_Taberner-Botic_Van_De_Zandschulp,p_8212e454,p_21ff5c6b,20210830,US Open,R128,17:05,15,Hard,Marko Savic,5,1,Zindaras
20210830-M-US_Open-R128-Cameron_Norrie-Carlos_Alcaraz,p_d0360081,p_bd725038,20210830,US Open,R128,,10,Hard,M. Cicak,5,A,BG
20210830-M-US_Open-R128-Andrey_Rublev-Ivo_Karlovic,p_9165dd54,p_4e729a1e,20210830,US Open,R128,13:05,Grandstand,Hard,,5,1,Ludo
20210827-M-US_Open-Q3-Ivo_Karlovic-Yuichi_Sugita,p_4e729a1e,p_dedd0ff3,20210827,US Open,Q3,,7,Hard,Jimmy Pinoargote,3,1,Zindaras
20210827-M-US_Open-Q3-Enzo_Couacaud-Botic_Van_De_Zandschulp,p_35de4551,p_21ff5c6b,20210827,US Open,Q3,,7,Hard,Aline Rocha,3,1,Zindaras
20210826-M-US_Open-Q2-Ben_Shelton-Botic_Van_De_Zandschulp,p_d7ae348e,p_21ff5c6b,20210826,US Open,Q2,16:15,5,Hard,Robert Balmforth,3,1,Zindaras
20210825-M-US_Open-Q1-Botic_Van_De_Zandschulp-Tomas_Barrios_Vera,p_21ff5c6b,p_5e0c444d,20210825,US Open,Q1,,8,Hard,Paul Ugo Arinze,3,1,Zindaras
20210821-M-Cincinnati_Masters-SF-Stefanos_Tsitsipas-Alexander_Zverev,p_96b5e7e6,p_3585d054,20210821,Cincinnati Masters,SF,6pm,Central,Hard,Adel Nour,3,1,Edo
20210821-M-Cincinnati_Masters-SF-Andrey_Rublev-Daniil_Medvedev,p_9165dd54,p_3ebad92b,20210821,Cincinnati Masters,SF,2pm,Central,Hard,Nacho Forcadell,3,1,Edo
20210821-M-Cincinnati_Masters-QF-Casper_Ruud-Alexander_Zverev,p_6f22c6ae,p_3585d054,20210821,Cincinnati Masters,QF,,,Hard,,3,1,Ludo
20210820-M-Cincinnati_Masters-QF-Daniil_Medvedev-Pablo_Carreno_Busta,p_3ebad92b,p_f67250a1,20210820,Cincinnati Masters,QF,15:10,Center Court,Hard,Mohamed Lahyani,3,1,Ludo
20210820-M-Cincinnati_Masters-QF-Benoit_Paire-Andrey_Rublev,p_e7c4572a,p_9165dd54,20210820,Cincinnati Masters,QF,,,Hard,,3,1,Ludo
20210819-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Pablo_Carreno_Busta,p_92ed4e4e,p_f67250a1,20210819,Cincinnati Masters,R16,3:05 PM,Stadium 3,Hard,Simon Cannavan,3,1,Carrie
20210819-M-Cincinnati_Masters-R16-Casper_Ruud-Diego_Schwartzman,p_6f22c6ae,p_12d0f5b0,20210819,Cincinnati Masters,R16,,Grandstand,Hard,,3,1,Ludo
20210818-M-Cincinnati_Masters-R32-Gael_Monfils-Alex_De_Minaur,p_cc443f65,p_2d990e48,20210818,Cincinnati Masters,R32,18:40,Stadium 3,Hard,Richard Haigh,3,1,Zindaras
20210818-M-Cincinnati_Masters-R32-Andy_Murray-Hubert_Hurkacz,p_6b509c58,p_92ed4e4e,20210818,Cincinnati Masters,R32,11:50 AM,Grandstand,Hard,Aurelie Tourte,3,1,Carrie
20210817-M-Cincinnati_Masters-R64-Marin_Cilic-Aslan_Karatsev,p_2663fec8,p_23479edd,20210817,Cincinnati Masters,R64,,3,Hard,,3,1,Ludo
20210817-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Alejandro_Davidovich_Fokina,p_92ed4e4e,p_d9e1d790,20210817,Cincinnati Masters,R64,11:05 AM,8,Hard,Greg Allensworth,3,1,Carrie
20210816-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,p_6b509c58,p_5fdf0504,20210816,Cincinnati Masters,R64,21:00,,Hard,,3,1,Zindaras
20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,p_5de8c068,p_3ebad92b,20210815,Canada Masters,SF,20:10,Stadium,Hard,,3,1,Ludo
20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,p_9f58c081,p_3ebad92b,20210815,Canada Masters,F,3pm,Toronto,Hard,Mohamed Lahyani,3,1,Edo
20210814-M-Canada_Masters-QF-John_Isner-Gael_Monfils,p_5de8c068,p_cc443f65,20210814,Canada Masters,QF,21:45,Stade,Hard,Mohamed Lahyani,3,1,Ludo
20210813-M-Canada_Masters-QF-Reilly_Opelka-Roberto_Bautista_Agut,p_9f58c081,p_6ba2961d,20210813,Canada Masters,QF,1:45 PM,Stade,Hard,Adel Nour,3,1,Ludo
20210813-M-Canada_Masters-QF-Hubert_Hurkacz-Daniil_Medvedev,p_92ed4e4e,p_3ebad92b,20210813,Canada Masters,QF,7:10 PM,Stadium,Hard,Nacho Forcadell,3,1,Carrie
20210812-M-Canada_Masters-R16-John_Isner-Andrey_Rublev,p_5de8c068,p_9165dd54,20210812,Canada Masters,R16,,Stade,Hard,,3,1,Ludo
20210812-M-Canada_Masters-R16-Hubert_Hurkacz-Nikoloz_Basilashvili,p_92ed4e4e,p_7363e707,20210812,Canada Masters,R16,7:40 PM,Stadium,Hard,Renaud Lichtenstein,3,1,Carrie
20210812-M-Canada_Masters-R16-Casper_Ruud-Dusan_Lajovic,p_6f22c6ae,p_8d3f63ae,20210812,Canada Masters,R16,,Grandstand,Hard,,3,1,Ludo
20210811-M-Canada_Masters-R32-Reilly_Opelka-Grigor_Dimitrov,p_9f58c081,p_9e22087a,20210811,Canada Masters,R32,,Stadium,Hard,,3,1,Ludo
20210811-M-Canada_Masters-R32-Nikoloz_Basilashvili-Alex_De_Minaur,p_7363e707,p_2d990e48,20210811,Canada Masters,R32,,1,Hard,,3,1,Ludo
20210811-M-Canada_Masters-R32-Karen_Khachanov-Aslan_Karatsev,p_81e26dec,p_23479edd,20210811,Canada Masters,R32,,Grandstand,Hard,,3,1,Ludo
20210810-M-Canada_Masters-R64-Reilly_Opelka-Nick_Kyrgios,p_9f58c081,p_5c9375b2,20210810,Canada Masters,R64,9:50 PM,Stadium,Hard,,3,1,Ludo
20210810-M-Canada_Masters-R64-John_Isner-Alejandro_Davidovich_Fokina,p_5de8c068,p_d9e1d790,20210810,Canada Masters,R64,1:35 PM,Stadium,Hard,Renaud Lichtenstein,3,1,Ludo
20210808-M-Washington-F-Jannik_Sinner-Mackenzie_Mcdonald,p_e8cf3b2c,p_0098be79,20210808,Washington,F,5pm,Centre,Hard,Fergus Murphy,3,1,Edo
20210807-M-Washington-SF-Jenson_Brooksby-Jannik_Sinner,p_1383f04d,p_e8cf3b2c,20210807,Washington,SF,,Stadium,Hard,,3,1,Grace Moritz
20210806-M-Washington-QF-Steve_Johnson-Jannik_Sinner,p_806ba676,p_e8cf3b2c,20210806,Washington,QF,,Stadium,Hard,,3,1,Grace Moritz
20210805-M-Washington-R16-Sebastian_Korda-Jannik_Sinner,p_d4287338,p_e8cf3b2c,20210805,Washington,R16,,,Hard,,3,1,Grace Moritz
20210804-M-Washington-R32-Jannik_Sinner-Emil_Ruusuvuori,p_e8cf3b2c,p_996c3cc7,20210804,Washington,R32,,,Hard,,3,1,Grace Moritz
20210803-M-Canada_Masters-QF-Stefanos_Tsitsipas-Casper_Ruud,p_96b5e7e6,p_6f22c6ae,20210803,Canada Masters,QF,,,Hard,,3,1,Ludo
20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven,p_7ac03f02,p_256fbd77,20210801,Segovia CH,F,,,Hard,,3,1,Zindaras
20210801-M-Olympics-F-Karen_Khachanov-Alexander_Zverev,p_81e26dec,p_3585d054,20210801,Olympics,F,5pm,Centre,Hard,Alison Hughes,3,1,Edo
20210801-M-ITF_Champaign-F-Ben_Shelton-Gijs_Brouwer,p_d7ae348e,p_a0459565,20210801,ITF Champaign,F,,,Hard,,3,1,Zindaras
20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,p_07e43d13,p_f67250a1,20210731,Olympics,BR,2pm,Centre,Hard,Nico Helwerth,3,1,Edo
20210730-M-Olympics-SF-Novak_Djokovic-Alexander_Zverev,p_07e43d13,p_3585d054,20210730,Olympics,SF,,Centre,Hard,Jaume Campistol,3,1,Isaac
20210729-M-Tokyo_Olympics-QF-Pablo_Carreno_Busta-Daniil_Medvedev,p_f67250a1,p_3ebad92b,20210729,Tokyo Olympics,QF,,1,Hard,Aurelie Tourte,3,1,Isaac
20210729-M-Olympics-SF-Pablo_Carreno_Busta-Karen_Khachanov,p_f67250a1,p_81e26dec,20210729,Olympics,SF,2pm,Centre,Hard,James Keothavong,3,1,Edo
20210729-M-Olympics-QF-Novak_Djokovic-Kei_Nishikori,p_07e43d13,p_972a440c,20210729,Olympics,QF,18:15,Centre,Hard,Damien Dumusois,3,1,Zindaras
20210729-M-Olympics-QF-Jeremy_Chardy-Alexander_Zverev,p_7dab233c,p_3585d054,20210729,Olympics,QF,7:00 PM,Ariake Tennis Park,Hard,John Blom,3,1,Samuel Pfanzelt
20210728-M-Tokyo_Olympics-R16-Novak_Djokovic-Alejandro_Davidovich_Fokina,p_07e43d13,p_d9e1d790,20210728,Tokyo Olympics,R16,,Center,Hard,,3,1,Isaac
20210726-M-Tokyo_Olympics-R32-Novak_Djokovic-Jan_Lennard_Struff,p_07e43d13,p_a8ea60fb,20210726,Tokyo Olympics,R32,,Center,Hard,,3,1,Isaac
20210726-M-Poznan_CH-QF-Jiri_Lehecka-Botic_Van_De_Zandschulp,p_7f076bc3,p_21ff5c6b,20210726,Poznan CH,QF,,Centre,Clay,,3,1,Angel Moreno
20210724-M-Tokyo_Olympics-R64-Novak_Djokovic-Hugo_Dellien,p_07e43d13,p_8f52d872,20210724,Tokyo Olympics,R64,,Center,Hard,,3,1,Isaac
20210724-M-Olympics-R64-Joao_Menezes-Marin_Cilic,p_5dcd2f6d,p_2663fec8,20210724,Olympics,R64,,,Hard,Manuel Absolu,3,1,Zindaras
20210724-M-Olympics-R64-Alexander_Bublik-Daniil_Medvedev,p_11fc2fc7,p_3ebad92b,20210724,Olympics,R64,12:36 PM,Centre,Hard,Damien Dumusois,3,1,JK
20210723-M-Gstaad-QF-Cristian_Garin-Hugo_Gaston,p_a929619d,p_427f3943,20210723,Gstaad,QF,,Roy Emerson Arena,Clay,Carlos Bernardes,3,1,Zindaras
20210723-M-Gstaad-QF-Casper_Ruud-Benoit_Paire,p_6f22c6ae,p_e7c4572a,20210723,Gstaad,QF,,Emerson,Clay,,3,1,Ludo
20210722-M-Umag-R16-Andrej_Martin-Carlos_Alcaraz,p_c0f43c48,p_bd725038,20210722,Umag,R16,,Ivanisevic,Clay,A. Nour,3,1,BG
20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,p_085c9cb5,p_bd2b8c70,20210722,Gstaad,R16,,Roy Emerson Arena,Clay,Ahmed Abdel-Azim,3,1,Zindaras
20210720-M-Umag-R32-Lucas_Pouille-Carlos_Alcaraz,p_dd483714,p_bd725038,20210720,Umag,R32,,Ivanisevic ,Clay,M. Messina,3,1,BG
20210718-M-Amersfoort_CH-F-Tallon_Griekspoor-Botic_Van_De_Zandschulp,p_86c8741b,p_21ff5c6b,20210718,Amersfoort CH,F,,,Clay,,3,1,Zindaras
20210717-M-Newport-SF-Jenson_Brooksby-Jordan_Thompson,p_1383f04d,p_3d75f833,20210717,Newport,SF,,Stadium,Grass,Simon Cannavan,3,1,catkisson
20210716-M-Newport-QF-Jenson_Brooksby-Peter_Gojowczyk,p_1383f04d,p_3ff951fd,20210716,Newport,QF,,Stadium,Grass,Greg Allensworth,3,1,catkisson
20210711-M-Wimbledon-F-Novak_Djokovic-Matteo_Berrettini,p_07e43d13,p_fa68f92c,20210711,Wimbledon,F,1pm,Centre,Grass,Marija Cicak,5,T,Edo
20210709-M-Wimbledon-SF-Novak_Djokovic-Denis_Shapovalov,p_07e43d13,p_ffc2c43f,20210709,Wimbledon,SF,5pm,Centre,Grass,Renaud Lichtenstein,5,T,Edo
20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,p_92ed4e4e,p_fa68f92c,20210709,Wimbledon,SF,1pm,Centre,Grass,Damien Dumusois,5,T,Edo
20210707-M-Wimbledon-QF-Novak_Djokovic-Marton_Fucsovics,p_07e43d13,p_be904057,20210707,Wimbledon,QF,,Centre,Grass,Mohamed Lahyani,5,T,Zindaras
20210707-M-Wimbledon-QF-Felix_Auger_Aliassime-Matteo_Berrettini,p_bb6469ce,p_fa68f92c,20210707,Wimbledon,QF,6pm,1,Grass,Jaume Campistol,5,T,Edo
20210706-M-Wimbledon-R16-Hubert_Hurkacz-Daniil_Medvedev,p_92ed4e4e,p_3ebad92b,20210706,Wimbledon,R16,1:35 PM,Centre,Grass,Marijana Veljovic,5,0,Carrie
20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,p_5bbad460,p_e7103823,20210705,Wimbledon,R16,5pm,Centre,Grass,Marija Cicak,5,T,Edo
20210705-M-Wimbledon-R16-Felix_Auger_Aliassime-Alexander_Zverev,p_bb6469ce,p_3585d054,20210705,Wimbledon,R16,,1,Grass,Nacho Forcadell,5,1,Angel Moreno
20210704-M-ITF_The_Hague-F-Javier_Barranco_Cosano-Jelle_Sels,p_33fd0f4c,p_eda2577e,20210704,ITF The Hague,F,,Centre,Clay,,3,1,Zindaras
20210703-M-Wimbledon-R32-Hubert_Hurkacz-Alexander_Bublik,p_92ed4e4e,p_11fc2fc7,20210703,Wimbledon,R32,11:10 AM,12,Grass,Jimmy Pinoargote,5,0,Carrie
20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,p_d0360081,p_e7103823,20210703,Wimbledon,R32,15:20,Center Court,Grass,Mohamed Lahyani,5,T,Zindaras
20210703-M-Wimbledon-R32-Andy_Murray-Denis_Shapovalov,p_6b509c58,p_ffc2c43f,20210703,Wimbledon,R32,7pm,Centre,Grass,Damien Dumusois,5,T,Edo
20210701-M-Wimbledon-R64-Richard_Gasquet-Roger_Federer,p_5fdf0504,p_e7103823,20210701,Wimbledon,R64,6pm,Centre,Grass,Richard Haigh,5,0,Edo
20210701-M-Wimbledon-R64-Matteo_Berrettini-Botic_Van_De_Zandschulp,p_fa68f92c,p_21ff5c6b,20210701,Wimbledon,R64,12:25,3,Grass,Gregory Allensworth,5,T,Zindaras
20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz,p_3ebad92b,p_bd725038,20210701,Wimbledon,R64,3:10 PM,1,Grass,,5,T,Lowell
20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer,p_92ed4e4e,p_e7103823,20210701,Wimbledon,QF,5pm,Centre,Grass,Nico Helwerth,5,T,Edo
20210630-M-Wimbledon-R128-Gregoire_Barrere-Botic_Van_De_Zandschulp,p_a8eb59a5,p_21ff5c6b,20210630,Wimbledon,R128,,7,Grass,,5,T,Zindaras
20210630-M-Wimbledon-R128-Brandon_Nakashima-Taylor_Fritz,p_9a89e9df,p_3e0cd905,20210630,Wimbledon,R128,2:45 PM,16,Grass,,5,T,Lowell
20210629-M-Wimbledon-R128-Roger_Federer-Adrian_Mannarino,p_e7103823,p_fee56aaa,20210629,Wimbledon,R128,5pm,Centre,Grass,James Keothavong,5,1,Edo
20210629-M-Wimbledon-R128-Feliciano_Lopez-Daniel_Evans,p_085c9cb5,p_7cdc68e1,20210629,Wimbledon,R128,11:10,2,Grass,Fergus Murphy,5,T,Zindaras
20210627-M-ITF_Alkmaar-F-Jelle_Sels-Nicolas_Alvarez_Varona,p_eda2577e,p_1f01e130,20210627,ITF Alkmaar,F,,,Clay,,3,1,Zindaras
20210627-M-Eastbourne-F-Lorenzo_Sonego-Alex_De_Minaur,p_5bbad460,p_2d990e48,20210627,Eastbourne,F,3pm,Centre,Grass,Fergus Murphy,3,1,Edo
20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,p_d0360081,p_fa68f92c,20210620,Queens Club,F,3pm,,Grass,Fergus Murphy,3,1,Edo
20210619-M-Almaty_CH-F-Jesper_De_Jong-Tomas_Barrios_Vera,p_aead2cb3,p_5e0c444d,20210619,Almaty CH,F,,Centre,Clay,,3,1,Zindaras
20210615-M-Queens_Club-R32-Andy_Murray-Benoit_Paire,p_6b509c58,p_e7c4572a,20210615,Queens Club,R32,16:05:00,Centre court,Grass,Lahyani,3,1,Ludo
20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,p_7bed61dc,p_972a440c,20210615,Halle,R32,11:00 AM,TennisPoint,Grass,Renaud Lichtenstein,3,1,Laus
20210615-M-Halle-R32-Felix_Auger_Aliassime-Hubert_Hurkacz,p_bb6469ce,p_92ed4e4e,20210615,Halle,R32,3:40 PM,TennisPoint,Grass,Renaud Lichtenstein,3,1,Carrie
20210613-M-Roland_Garros-F-Stefanos_Tsitsipas-Novak_Djokovic,p_96b5e7e6,p_07e43d13,20210613,Roland Garros,F,3pm,Chatrier,Clay,Aurelie Tourte,5,0,Edo
20210613-M-Lyon_CH-F-Pablo_Cuevas-Elias_Ymer,p_b7662475,p_31af60e0,20210613,Lyon CH,F,,,Clay,,3,1,Zindaras
20210613-M-Bratislava_CH-F-Tallon_Griekspoor-Sebastian_Baez,p_86c8741b,p_93429780,20210613,Bratislava CH,F,12:30,Central,Clay,Mohamed El Jennati,3,1,Zindaras
20210611-M-Roland_Garros-SF-Stefanos_Tsitsipas-Alexander_Zverev,p_96b5e7e6,p_3585d054,20210611,Roland Garros,SF,3pm,Chatrier,Clay,Renaud Lichtenstein,5,0,Edo
20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,p_a415a93b,p_07e43d13,20210611,Roland Garros,SF,19:10,Philippe Chatrier,Clay,Eva Asderaki Moore,5,0,Zindaras
20210610-M-Stuttgart-R16-Hubert_Hurkacz-Dominic_Stricker,p_92ed4e4e,p_f5d131ca,20210610,Stuttgart,R16,11:10 AM,Center,Grass,Adel Nour,3,1,Carrie
20210609-M-Roland_Garros-QF-Rafael_Nadal-Diego_Schwartzman,p_a415a93b,p_12d0f5b0,20210609,Roland Garros,QF,3:30PM,Philippe-Chatrier,Clay,Damien Dumusois,5,0,Lowell
20210609-M-Roland_Garros-QF-Novak_Djokovic-Matteo_Berrettini,p_07e43d13,p_fa68f92c,20210609,Roland Garros,QF,8:00PM,Phillipe-Chatrier,Clay,,5,0,Lowell
