player_id,canonical_name,display_name,handedness,gender,first_seen,last_seen
p_528940db,jason jung,Jason Jung,R,M,,
p_85887758,jason kubler,Jason Kubler,R,M,,
p_d3fb6566,jason stoltenberg,Jason Stoltenberg,R,M,,
p_bfaf785f,jaume munar,Jaume Munar,R,M,,
p_33fd0f4c,javier barranco cosano,Javier Barranco Cosano,L,M,,
p_345769af,javier sanchez,Javier Sanchez,R,M,,
p_fac8109d,jay clarke,Jay Clarke,R,M,,
p_0da39cbe,jean rene lisnard,Jean Rene Lisnard,R,M,,
p_73ef10a7,jean yves aubone,Jean Yves Aubone,R,M,,
p_2cce01a3,jeff tarango,Jeff Tarango,L,M,,
p_00c35436,jelena dokic,Jelena Dokic,R,W,,
p_7d0ff104,jelena jankovic,Jelena Jankovic,R,W,,
p_8ea54ddc,jelena ostapenko,Jelena Ostapenko,R,W,,
p_6f1cafe4,jeline vandromme,Jeline Vandromme,R,W,,
p_eda2577e,jelle sels,Jelle Sels,R,M,,
p_674d140d,jennifer brady,Jennifer Brady,R,W,,
p_bb11e0bf,jennifer capriati,Jennifer Capriati,R,W,,
p_1383f04d,jenson brooksby,Jenson Brooksby,R,M,,
p_7dab233c,jeremy chardy,Jeremy Chardy,R,M,,
p_58c19c62,jeremy jahn,Jeremy Jahn,R,M,,
p_914d8a3f,jerome kym,Jerome Kym,R,M,,
p_d287cb77,jerome potier,Jerome Potier,L,M,,
p_70fcaed9,jerzy janowicz,Jerzy Janowicz,R,M,,
p_aead2cb3,jesper de jong,Jesper De Jong,R,M,,
p_d8378293,jessica bouzas maneiro,Jessica Bouzas Maneiro,R,W,,
p_d1ee941e,jessica pegula,Jessica Pegula,R,W,,
p_e0ded162,jessika ponchet,Jessika Ponchet,R,W,,
p_3f82fa00,jie zheng,Jie Zheng,R,W,,
p_65026499,jil teichmann,Jil Teichmann,L,W,,
p_e7ec38a8,jim courier,Jim Courier,R,M,,
p_898a9244,jimmy arias,Jimmy Arias,R,M,,
p_2cf628e2,jimmy connors,Jimmy Connors,L,M,,
p_bd5feb3f,jimmy wang,Jimmy Wang,R,M,,
p_920fd31b,jiri hrebec,Jiri Hrebec,R,M,,
p_7f076bc3,jiri lehecka,Jiri Lehecka,R,M,,
p_15f5b0d6,jiri novak,Jiri Novak,R,M,,
p_edb60671,jiri vanek,Jiri Vanek,R,M,,
p_a2ef2141,jiri vesely,Jiri Vesely,L,M,,
p_a32786b1,jo wilfried tsonga,Jo Wilfried Tsonga,R,M,,
p_a75ec356,joachim johansson,Joachim Johansson,R,M,,
p_e3d99af6,joakim nystrom,Joakim Nystrom,R,M,,
p_3def3810,joanna garland,Joanna Garland,R,W,,
p_1a96e76b,joanne zuger,Joanne Zuger,R,W,,
p_b58f6294,joao fonseca,Joao Fonseca,R,M,,
p_5dcd2f6d,joao menezes,Joao Menezes,R,M,,
p_4c29ffef,joao sousa,Joao Sousa,R,M,,
p_41f2cd30,joao souza,Joao Souza,R,M,,
p_7abd64c2,jodie burrage,Jodie Burrage,R,W,,
p_730e3299,johan kriek,Johan Kriek,R,M,,
p_46c1d327,johan sebastien tatlot,Johan Sebastien Tatlot,R,M,,
p_633ab808,johanna konta,Johanna Konta,R,W,,
p_dd675949,johanna larsson,Johanna Larsson,R,W,,
p_0b6b81a6,johannes haerteis,Johannes Haerteis,L,M,,
p_5de8c068,john isner,John Isner,R,M,,
p_b785046e,john marks,John Marks,R,M,,
p_23a40979,john mcenroe,John Mcenroe,L,M,,
p_13ff5b1a,john millman,John Millman,R,M,,
p_9b816f53,john newcombe,John Newcombe,R,M,,
p_1d300724,jonas bjorkman,Jonas Bjorkman,R,M,,
p_ed7148e5,jonas svensson,Jonas Svensson,R,M,,
p_3d75f833,jordan thompson,Jordan Thompson,R,M,,
p_9cacc13b,jordi arrese,Jordi Arrese,R,M,,
p_89684d0b,joris de loore,Joris De Loore,R,M,,
p_206c95ef,jose acasuso,Jose Acasuso,R,M,,
p_980b6bb2,jose hernandez,Jose Hernandez,R,M,,
p_5fb3ff25,jose higueras,Jose Higueras,R,M,,
p_2c7fc733,jose luis clerc,Jose Luis Clerc,R,M,,
p_8e1b5eae,jose rubin statham,Jose Rubin Statham,R,M,,
p_c0db178e,joshua sheehy,Joshua Sheehy,L,M,,
p_66ac6587,josy daems,Josy Daems,L,W,,
p_3562a07f,jozef kovalik,Jozef Kovalik,R,M,,
p_05b167f3,juan aguilera,Juan Aguilera,R,M,,
p_b9097dce,juan antonio marin,Juan Antonio Marin,R,M,,
p_d2c08ecb,juan bautista torres,Juan Bautista Torres,R,M,,
p_9527b977,juan carlos ferrero,Juan Carlos Ferrero,R,M,,
p_ffb2ad5e,juan carlos prado angelo,Juan Carlos Prado Angelo,R,M,,
p_8575e9dc,juan carlos saez,Juan Carlos Saez,R,M,,
p_2a076507,juan ignacio chela,Juan Ignacio Chela,R,M,,
p_3224f639,juan ignacio londero,Juan Ignacio Londero,R,M,,
p_05e15c54,juan manuel cerundolo,Juan Manuel Cerundolo,L,M,,
p_bed7464e,juan martin del potro,Juan Martin Del Potro,R,M,,
p_0dfcb929,juan monaco,Juan Monaco,R,M,,
p_4df81d09,juan pablo ficovich,Juan Pablo Ficovich,R,M,,
p_a33c5b62,juan pablo varillas,Juan Pablo Varillas,R,M,,
p_9a14f61e,jule niemeier,Jule Niemeier,R,W,,
p_2f166246,julia avdeeva,Julia Avdeeva,R,W,,
p_b82e04b4,julia garcia ruiz,Julia Garcia Ruiz,L,W,,
p_cf6645be,julia goerges,Julia Goerges,R,W,,
p_0bdd6d96,julia grabher,Julia Grabher,R,W,,
p_c6aaecb4,julia middendorf,Julia Middendorf,R,W,,
p_bdda6210,julia riera,Julia Riera,R,W,,
p_21ceef58,julia victoria rennert,Julia Victoria Rennert,R,W,,
p_74e02aec,julian reister,Julian Reister,R,M,,
p_cecdcac0,julie belgraver,Julie Belgraver,R,W,,
p_7cb06e44,julie gervais,Julie Gervais,R,W,,
p_5944698a,julie struplova,Julie Struplova,R,W,,
p_605235b3,julien benneteau,Julien Benneteau,R,M,,
p_3889c2f7,julien boutter,Julien Boutter,R,M,,
p_41691e33,julieta pareja,Julieta Pareja,R,W,,
p_8dba8b8a,juncheng shang,Juncheng Shang,L,M,,
p_72568776,junhan zhang,Junhan Zhang,R,W,,
p_3f995b4a,jurgen melzer,Jurgen Melzer,L,M,,
p_357dc181,jurgen zopp,Jurgen Zopp,R,M,,
p_83c86f58,jurij rodionov,Jurij Rodionov,L,M,,
p_24f72e68,justin engel,Justin Engel,R,M,,
p_c629ccaf,justine henin,Justine Henin,R,W,,
p_d54af05d,kaia kanepi,Kaia Kanepi,R,W,,
p_9df447f3,kaitlin quevedo,Kaitlin Quevedo,R,W,,
p_37acfbf1,kaja juvan,Kaja Juvan,R,W,,
p_0de04788,kajsa rinaldo persson,Kajsa Rinaldo Persson,R,W,,
p_a89f9638,kamil majchrzak,Kamil Majchrzak,R,M,,
p_b04243ed,kamilla bartone,Kamilla Bartone,R,W,,
p_8b8e29ee,kamilla rakhimova,Kamilla Rakhimova,R,W,,
p_1b6e3bd7,kanako morisaki,Kanako Morisaki,R,W,,
p_05668be3,karel novacek,Karel Novacek,R,M,,
p_81e26dec,karen khachanov,Karen Khachanov,R,M,,
p_350691ca,karim alami,Karim Alami,R,M,,
p_874018f2,karim mohamed maamoun,Karim Mohamed Maamoun,R,M,,
p_06611e43,karin knapp,Karin Knapp,R,W,,
p_457f6efc,karina kristina vyrlan,Karina Kristina Vyrlan,R,W,,
p_ca25ffe3,karlis ozolins,Karlis Ozolins,R,M,,
p_d252334a,karol beck,Karol Beck,R,M,,
p_9737b237,karol kucera,Karol Kucera,R,M,,
p_09028a4f,karolina muchova,Karolina Muchova,R,W,,
p_acc29a12,karolina pliskova,Karolina Pliskova,R,W,,
p_3e594558,karsten braasch,Karsten Braasch,L,M,,
p_c5085d21,karue sell,Karue Sell,R,M,,
p_d33c230a,kasidit samrej,Kasidit Samrej,R,M,,
p_83d66d2f,katarina srebotnik,Katarina Srebotnik,R,W,,
p_31515bda,katarina zavatska,Katarina Zavatska,R,W,,
p_742c49d8,katarzyna kawa,Katarzyna Kawa,R,W,,
p_7248a11d,kate makarova,Kate Makarova,L,W,,
p_6705def1,katerina maleeva,Katerina Maleeva,R,W,,
p_4bd445b2,katerina siniakova,Katerina Siniakova,R,W,,
p_41ae2109,katerina stewart,Katerina Stewart,R,W,,
p_3582ca55,katerina vankova,Katerina Vankova,L,W,,
p_9ce0b942,kateryna baindl,Kateryna Baindl,R,W,,
p_542138ef,kateryna bondarenko,Kateryna Bondarenko,R,W,,
p_5508d3d0,katherine sebov,Katherine Sebov,R,W,,
p_c686be39,kathinka von deichmann,Kathinka Von Deichmann,R,W,,
p_7618ce2e,kathleen kanev,Kathleen Kanev,R,W,,
p_70246a6a,kathy rinaldi stunkel,Kathy Rinaldi Stunkel,R,W,,
p_608d66fe,katie boulter,Katie Boulter,R,W,,
p_7641adcb,katie swan,Katie Swan,R,W,,
p_dcd32863,katie volynets,Katie Volynets,R,W,,
p_76f585eb,katrina scott,Katrina Scott,R,W,,
p_2c457f61,katy dunne,Katy Dunne,R,W,,
p_33366918,kayla cross,Kayla Cross,L,W,,
p_2b7f5234,kayla day,Kayla Day,L,W,,
p_fa13fb5f,kaylan bigun,Kaylan Bigun,R,M,,
p_972a440c,kei nishikori,Kei Nishikori,R,M,,
p_9b06a1fb,kelly evernden,Kelly Evernden,R,M,,
p_0a8ffbbb,ken rosewall,Ken Rosewall,R,M,,
p_99e0f392,kenneth carlsen,Kenneth Carlsen,L,M,,
p_f5b3596e,kevin anderson,Kevin Anderson,R,M,,
p_903bf192,kevin curren,Kevin Curren,R,M,,
p_ee06511d,kevin king,Kevin King,L,M,,
p_bb17e321,kevin krawietz,Kevin Krawietz,R,M,,
p_0c6fe0d8,kiki bertens,Kiki Bertens,R,W,,
p_8ddb5d0a,kilian feldbausch,Kilian Feldbausch,R,M,,
p_a17b09a4,kim clijsters,Kim Clijsters,R,W,,
p_5eed6f8f,kim warwick,Kim Warwick,R,M,,
p_10c2cb97,kimberly birrell,Kimberly Birrell,R,W,,
p_154da124,kimiko date krumm,Kimiko Date Krumm,R,W,,
p_40ece64c,kimmer coppejans,Kimmer Coppejans,R,M,,
p_5e269177,kiranpal pannu,Kiranpal Pannu,R,M,,
p_46a7c8e4,kirsten flipkens,Kirsten Flipkens,R,W,,
p_fcbdd7d9,klara koukalova,Klara Koukalova,R,W,,
p_23b90b6f,klara vaja,Klara Vaja,R,W,,
p_dc889991,konstantin kravchuk,Konstantin Kravchuk,R,M,,
p_c6e1b6db,kris van wyk,Kris Van Wyk,R,M,,
p_52a26160,kristian pless,Kristian Pless,R,M,,
p_703524d1,kristiana sidorova,Kristiana Sidorova,R,W,,
p_7e794bd3,kristie ahn,Kristie Ahn,R,W,,
p_7383afce,kristina kucova,Kristina Kucova,R,W,,
p_3cb140d6,kristina mladenovic,Kristina Mladenovic,R,W,,
p_a51d0624,kristina penickova,Kristina Penickova,R,W,,
p_e4401819,kristof vliegen,Kristof Vliegen,R,M,,
p_ad93bbc1,kristyna pliskova,Kristyna Pliskova,L,W,,
p_752460d2,kryce didier momo kassa,Kryce Didier Momo Kassa,R,M,,
p_1c980dad,ksenia pervak,Ksenia Pervak,L,W,,
p_4cef9f43,kurumi nara,Kurumi Nara,R,W,,
p_078a9dc8,kyle edmund,Kyle Edmund,R,M,,
p_afbf90f8,kyoka okamura,Kyoka Okamura,R,W,,
p_2f89a6c4,kyrian jacquet,Kyrian Jacquet,R,M,,
p_07c342be,l,L,20221110,W,,
p_68588c4e,lanlana tararudee,Lanlana Tararudee,R,W,,
p_ac9077c0,lara arruabarrena,Lara Arruabarrena,R,W,,
p_8d19ca5e,laslo djere,Laslo Djere,R,M,,
p_eca05cd1,laura mair,Laura Mair,R,W,,
p_c061f28d,laura pigossi,Laura Pigossi,R,W,,
p_2ba23df5,laura pous tio,Laura Pous Tio,R,W,,
p_50030cf9,laura radakovic,Laura Radakovic,R,W,,
p_35ff0cb2,laura robson,Laura Robson,L,W,,
p_06744e7d,laura siegemund,Laura Siegemund,R,W,,
p_85f27843,lauren davis,Lauren Davis,R,W,,
p_3fd6393a,laurent lokoli,Laurent Lokoli,R,M,,
p_6100bb7d,laurynas grigelis,Laurynas Grigelis,R,M,,
p_c8e50c18,lea ma,Lea Ma,R,W,,
p_a0c66750,leander paes,Leander Paes,R,M,,
p_c610e9d4,leandro riedi,Leandro Riedi,R,M,,
p_0d496700,learner tien,Learner Tien,L,M,,
p_a04629d0,lena rueffer,Lena Rueffer,R,W,,
p_d1368cb8,leo borg,Leo Borg,R,M,,
p_0b00a1d0,leolia jeanjean,Leolia Jeanjean,R,W,,
p_57e59c9b,leonardo mayer,Leonardo Mayer,R,M,,
p_b730b6d9,leonie kung,Leonie Kung,R,W,,
p_c864e243,lesia tsurenko,Lesia Tsurenko,R,W,,
p_2e4580a1,lesley pattinama kerkhove,Lesley Pattinama Kerkhove,R,W,,
p_c6be778c,leylah fernandez,Leylah Fernandez,L,W,,
p_af2382b9,li tu,Li Tu,R,M,,
p_8fe09640,liam broady,Liam Broady,L,M,,
p_99098f77,liam draxl,Liam Draxl,R,M,,
p_01e5d0dd,lian tran,Lian Tran,R,W,,
p_59005b9d,liang chi huang,Liang Chi Huang,R,M,,
p_a4c766ed,libor pimek,Libor Pimek,R,M,,
p_297f5971,lilli tagger,Lilli Tagger,R,W,,
p_c2d1b989,lin zhu,Lin Zhu,R,W,,
p_1818d14b,lina glushko,Lina Glushko,R,W,,
p_f3c2fee9,lina krasnoroutskaya,Lina Krasnoroutskaya,R,W,,
p_007ea56f,linda fruhvirtova,Linda Fruhvirtova,R,W,,
p_2d5088e7,linda klimovicova,Linda Klimovicova,R,W,,
p_a6baa197,linda noskova,Linda Noskova,R,W,,
p_a7d2606a,lindsay davenport,Lindsay Davenport,R,W,,
p_c660113b,lisa raymond,Lisa Raymond,R,W,,
p_458a6141,lisa zaar,Lisa Zaar,R,W,,
p_1f9eb96a,liudmila samsonova,Liudmila Samsonova,R,W,,
p_6c9dcf60,liv hovde,Liv Hovde,R,W,,
p_cf743e89,lizette cabrera,Lizette Cabrera,R,W,,
p_652209be,lleyton hewitt,Lleyton Hewitt,R,M,,
p_faabbe54,lloyd harris,Lloyd Harris,R,M,,
p_d942ac41,lois boisson,Lois Boisson,R,W,,
p_ce1c11ba,lola radivojevic,Lola Radivojevic,R,W,,
p_fc10780d,lorenzo giustino,Lorenzo Giustino,R,M,,
p_d1739620,lorenzo musetti,Lorenzo Musetti,R,M,,
p_5bbad460,lorenzo sonego,Lorenzo Sonego,R,M,,
p_45f347bc,louisa chirico,Louisa Chirico,R,W,,
p_e6db564a,lourdes dominguez lino,Lourdes Dominguez Lino,R,W,,
p_85dd3e68,luca nardi,Luca Nardi,R,M,,
p_38c5910a,luca udvardy,Luca Udvardy,R,W,,
p_34b2bcf8,luca van assche,Luca Van Assche,R,M,,
p_9c445cf9,luca vanni,Luca Vanni,R,M,,
p_a334519c,lucas catarina,Lucas Catarina,R,M,,
p_dd483714,lucas pouille,Lucas Pouille,L,M,,
p_1b5f9879,lucia bronzetti,Lucia Bronzetti,R,W,,
p_84e5c68d,luciana perry,Luciana Perry,R,W,,
p_ec0befdd,luciano darderi,Luciano Darderi,R,M,,
p_ede1ec99,lucie havlickova,Lucie Havlickova,R,W,,
p_a76f2a38,lucie hradecka,Lucie Hradecka,R,W,,
p_301be6c6,lucie safarova,Lucie Safarova,L,W,,
p_25aa3d0f,lucija ciric bagaric,Lucija Ciric Bagaric,R,W,,
p_f1caeaa2,lucrezia stefanini,Lucrezia Stefanini,R,W,,
p_2a5c6d00,luis ayala,Luis Ayala,R,M,,
p_ca30e3d6,luis herrera,Luis Herrera,L,M,,
p_7ca6e7c4,lukas klein,Lukas Klein,R,M,,
p_02010985,lukas lacko,Lukas Lacko,R,M,,
p_c5cb7274,lukas neumayer,Lukas Neumayer,R,M,,
p_32b9d962,lukas rosol,Lukas Rosol,R,M,,
p_28618ec3,lukasz kubot,Lukasz Kubot,R,M,,
p_e681f84d,luksika kumkhum,Luksika Kumkhum,R,W,,
p_99e54502,lulu sun,Lulu Sun,L,W,,
p_0098be79,mackenzie mcdonald,Mackenzie Mcdonald,R,M,,
p_9f46db9b,maddison inglis,Maddison Inglis,R,W,,
p_b485f37c,madhurima sawant,Madhurima Sawant,R,W,,
p_7429047e,madison brengle,Madison Brengle,R,W,,
p_4517d142,madison keys,Madison Keys,R,W,,
p_9afaf24d,madison sieg,Madison Sieg,R,W,,
p_3c16bb51,magda linette,Magda Linette,R,W,,
p_df789096,magdalena frech,Magdalena Frech,R,W,,
p_584b62c0,magdalena maleeva,Magdalena Maleeva,R,W,,
p_185597c0,magdalena rybarikova,Magdalena Rybarikova,R,W,,
p_654cc713,magnus gustafsson,Magnus Gustafsson,R,M,,
p_a8fc418e,magnus larsson,Magnus Larsson,R,M,,
p_9dd90b9c,magnus norman,Magnus Norman,R,M,,
p_db8a2cb0,mai hontama,Mai Hontama,R,W,,
p_789e15bd,maja chwalinska,Maja Chwalinska,L,W,,
p_02e2c53f,makoto ochi,Makoto Ochi,L,M,,
p_3fe7d654,maks kasnikowski,Maks Kasnikowski,R,M,,
p_f6581c66,malek jaziri,Malek Jaziri,R,M,,
p_87a83dd6,malene helgo,Malene Helgo,R,W,,
p_97b87eae,malivai washington,Malivai Washington,R,M,,
p_d071e15b,mananchaya sawangkaew,Mananchaya Sawangkaew,R,W,,
p_65a1b74a,mandy minella,Mandy Minella,R,W,,
p_8a834f70,manon leonard,Manon Leonard,R,W,,
p_0ad5904c,mansour bahrami,Mansour Bahrami,R,M,,
p_89cd3b26,manuel orantes,Manuel Orantes,L,M,,
p_a1c35a73,manuela maleeva fragniere,Manuela Maleeva Fragniere,R,W,,
p_f361b6b8,mara guth,Mara Guth,R,W,,
p_ecaaf072,marat safin,Marat Safin,R,M,,
p_96259e38,marc andrea huesler,Marc Andrea Huesler,R,M,,
p_423a4a54,marc gicquel,Marc Gicquel,R,M,,
p_f6a8612b,marc lopez,Marc Lopez,R,M,,
p_fade3277,marc polmans,Marc Polmans,R,M,,
p_98f84918,marc rosset,Marc Rosset,R,M,,
p_e14af804,marc sieber,Marc Sieber,L,M,,
p_0ec962da,marcel freeman,Marcel Freeman,R,M,,
p_7ff216d3,marcel granollers,Marcel Granollers,R,M,,
p_81132070,marcela zacarias,Marcela Zacarias,R,W,,
p_3d4c5c9c,marcelo arevalo,Marcelo Arevalo,R,M,,
p_502b8c4a,marcelo filippini,Marcelo Filippini,R,M,,
p_e59d2b06,marcelo rios,Marcelo Rios,L,M,,
p_0c62d974,marcelo tomas barrios vera,Marcelo Tomas Barrios Vera,R,M,,
p_c2fbd964,marco cecchinato,Marco Cecchinato,R,M,,
p_3f16259a,marco trungelliti,Marco Trungelliti,R,M,,
p_4ae97a17,marcos baghdatis,Marcos Baghdatis,R,M,,
p_4ee83b64,marcos daniel,Marcos Daniel,R,M,,
p_02883b2f,marcos giron,Marcos Giron,R,M,,
p_367b4d10,marcus willis,Marcus Willis,L,M,,
p_84ed0bfa,mardy fish,Mardy Fish,R,M,,
p_db0e51d6,margarita gasparyan,Margarita Gasparyan,R,W,,
p_3d66eee9,maria camila torres murcia,Maria Camila Torres Murcia,L,W,,
p_583a2951,maria jose martinez sanchez,Maria Jose Martinez Sanchez,L,W,,
p_b57e3f3d,maria jose sanchez uribe,Maria Jose Sanchez Uribe,R,W,,
p_69ffcc74,maria kirilenko,Maria Kirilenko,R,W,,
p_3bd1b453,maria lourdes carle,Maria Lourdes Carle,R,W,,
p_5815d163,maria mateas,Maria Mateas,R,W,,
p_edbf0d02,maria sakkari,Maria Sakkari,R,W,,
p_8fc49ad8,maria sanchez,Maria Sanchez,R,W,,
p_86836302,maria sara popa,Maria Sara Popa,L,W,,
p_8ac8089f,maria sharapova,Maria Sharapova,R,W,,
p_d1080a76,maria teresa torro flor,Maria Teresa Torro Flor,R,W,,
p_717ebe6d,maria timofeeva,Maria Timofeeva,R,W,,
p_100b833f,mariana duque marino,Mariana Duque Marino,R,W,,
p_53b7d673,mariano navone,Mariano Navone,R,M,,
p_1479290e,mariano puerta,Mariano Puerta,L,M,,
p_c1a85d57,mariano zabaleta,Mariano Zabaleta,R,M,,
p_aa908fee,marie benoit,Marie Benoit,L,W,,
p_30e27cc6,marie bouzkova,Marie Bouzkova,R,W,,
p_2663fec8,marin cilic,Marin Cilic,R,M,,
p_1a58671d,marina erakovic,Marina Erakovic,R,W,,
p_a1e18dce,marina stakusic,Marina Stakusic,R,W,,
p_a850f153,marinko matosevic,Marinko Matosevic,R,M,,
p_9b2a8bcd,mario ancic,Mario Ancic,R,M,,
p_5fae3e90,mario vilella martinez,Mario Vilella Martinez,R,M,,
p_a1e07cef,marion bartoli,Marion Bartoli,R,W,,
p_834db959,marius copil,Marius Copil,R,M,,
p_7a146e56,mark edmondson,Mark Edmondson,R,M,,
p_af6e8869,mark kevin goellner,Mark Kevin Goellner,R,M,,
p_58f3cc6d,mark lajal,Mark Lajal,R,M,,
p_3d7ee3a0,mark petchey,Mark Petchey,R,M,,
p_2dd3ac35,mark philippoussis,Mark Philippoussis,R,M,,
p_255be126,mark woodforde,Mark Woodforde,L,M,,
p_ccf2db5d,marketa vondrousova,Marketa Vondrousova,L,W,,
p_ea9d4d3e,markus eriksson,Markus Eriksson,R,M,,
p_c31a3972,markus hipfl,Markus Hipfl,R,M,,
p_a4e0defa,marsel ilhan,Marsel Ilhan,R,M,,
p_fedca38b,marta kostyuk,Marta Kostyuk,R,W,,
p_bfabdf93,martin borisiouk,Martin Borisiouk,R,M,,
p_c53b3f19,martin cuevas,Martin Cuevas,R,M,,
p_8dda6a1a,martin damm sr,Martin Damm Sr,R,M,,
p_67b90476,martin jaite,Martin Jaite,R,M,,
p_a5eeea16,martin klizan,Martin Klizan,L,M,,
p_521ce575,martin landaluce,Martin Landaluce,R,M,,
p_7fc92be1,martin redlicki,Martin Redlicki,L,M,,
p_4693baaa,martin verkerk,Martin Verkerk,R,M,,
p_8da6b343,martina di giuseppe,Martina Di Giuseppe,R,W,,
p_0e58a64a,martina hingis,Martina Hingis,R,W,,
p_b6caabb6,martina navratilova,Martina Navratilova,L,W,,
p_9f7da4f7,martina okalova,Martina Okalova,R,W,,
p_6c8722ca,martina trevisan,Martina Trevisan,L,W,,
p_be904057,marton fucsovics,Marton Fucsovics,R,M,,
p_fa0b7082,martyna kubka,Martyna Kubka,R,W,,
p_d6156520,mary joe fernandez,Mary Joe Fernandez,R,W,,
p_043f8f0d,mary pierce,Mary Pierce,R,W,,
p_5aec2179,mary stoiana,Mary Stoiana,R,W,,
p_d4a2ce36,maryna zanevska,Maryna Zanevska,R,W,,
p_24807343,masamichi imamura,Masamichi Imamura,R,M,,
p_88ff3ca6,mate delic,Mate Delic,R,M,,
p_4d88bd32,mate valkusz,Mate Valkusz,R,M,,
p_c07b801b,mateus alves,Mateus Alves,R,M,,
p_78f32734,mathias bourgue,Mathias Bourgue,R,M,,
p_f54dea99,mathilde johansson,Mathilde Johansson,R,W,,
p_49e5acd8,matilde jorge,Matilde Jorge,R,W,,
p_5b125f14,matilde paoletti,Matilde Paoletti,R,W,,
p_5437df51,mats wilander,Mats Wilander,R,M,,
p_d9e28f1c,matt reid,Matt Reid,R,M,,
p_04dfdebe,matteo arnaldi,Matteo Arnaldi,R,M,,
p_fa68f92c,matteo berrettini,Matteo Berrettini,R,M,,
p_fdb39078,matteo gigante,Matteo Gigante,L,M,,
p_32a44cb8,matteo martineau,Matteo Martineau,R,M,,
p_c165e393,matthew ebden,Matthew Ebden,R,M,,
p_9466df6f,matthias bachinger,Matthias Bachinger,R,M,,
p_9e850986,mattia bellucci,Mattia Bellucci,L,M,,
p_a7bea102,matwe middelkoop,Matwe Middelkoop,R,M,,
p_d4c236b0,mauricio echazu,Mauricio Echazu,R,M,,
p_c39aae55,max hans rehberg,Max Hans Rehberg,R,M,,
p_c3d5d45a,max houkes,Max Houkes,L,M,,
p_fc10da70,max mirnyi,Max Mirnyi,R,M,,
p_57df79ef,max purcell,Max Purcell,R,M,,
p_d0aca85b,max schoenhaus,Max Schoenhaus,R,M,,
p_e450e5fe,maxim mrva,Maxim Mrva,R,M,,
p_cb4a43ae,maxime cressy,Maxime Cressy,R,M,,
p_2421e1d7,maximilian marterer,Maximilian Marterer,L,M,,
p_760a5d4d,maximilian neuchrist,Maximilian Neuchrist,R,M,,
p_e74bc58a,maximo gonzalez,Maximo Gonzalez,R,M,,
p_ac1e193a,maya joint,Maya Joint,R,W,,
p_821421f9,mayar sherif,Mayar Sherif,R,W,,
p_1807dfd6,mayo hibi,Mayo Hibi,R,W,,
p_1b527041,mccartney kessler,Mccartney Kessler,R,W,,
p_6a861ffd,mees rottgering,Mees Rottgering,L,M,,
p_d0534c17,meghann shaughnessy,Meghann Shaughnessy,R,W,,
p_b9244553,mei yamaguchi,Mei Yamaguchi,R,W,,
p_1445d9cc,meiling wang,Meiling Wang,L,W,,
p_3238a3b7,melisa ercan,Melisa Ercan,L,W,,
p_5ea577a9,mia pohankova,Mia Pohankova,R,W,,
p_d138f7b5,michael berrer,Michael Berrer,L,M,,
p_647d83c7,michael chang,Michael Chang,R,M,,
p_66bfa1ba,michael geerts,Michael Geerts,R,M,,
p_97a20a11,michael llodra,Michael Llodra,L,M,,
p_2f6bd92f,michael mmoh,Michael Mmoh,R,M,,
p_43692176,michael redlicki,Michael Redlicki,L,M,,
p_47d45344,michael russell,Michael Russell,R,M,,
p_aa8d1ad9,michael stich,Michael Stich,R,M,,
p_bc3d3012,michael westphal,Michael Westphal,R,M,,
p_78bc8dd1,michael zheng,Michael Zheng,R,M,,
p_35542189,michaella krajicek,Michaella Krajicek,R,W,,
p_b1e03622,michal przysiezny,Michal Przysiezny,R,M,,
p_dae5a01d,michel kratochvil,Michel Kratochvil,R,M,,
p_efdd865e,michelle larcher de brito,Michelle Larcher De Brito,R,W,,
p_265152c0,michiel schapers,Michiel Schapers,R,M,,
p_8168ad5b,mihaela buzarnescu,Mihaela Buzarnescu,L,W,,
p_4bd4a110,mikael pernfors,Mikael Pernfors,R,M,,
p_20954038,mikael tillstrom,Mikael Tillstrom,R,M,,
p_bd2b8c70,mikael ymer,Mikael Ymer,R,M,,
p_a77d456b,mike bryan,Mike Bryan,R,M,,
p_2ca83496,mikhail kukushkin,Mikhail Kukushkin,R,M,,
p_b368feaa,mikhail youzhny,Mikhail Youzhny,R,M,,
p_5658ca6b,milana zhabrailova,Milana Zhabrailova,R,W,,
p_01a11f67,mili poljicak,Mili Poljicak,R,M,,
p_d5841b79,miljan zekic,Miljan Zekic,R,M,,
p_7aa0e95d,milos raonic,Milos Raonic,R,M,,
p_803d8b2e,milos sekulic,Milos Sekulic,R,M,,
p_a4c7de5c,miloslav mecir,Miloslav Mecir,R,M,,
p_b2899ef8,miloslav mecir jr,Miloslav Mecir Jr,R,M,,
p_1691cc7f,mima jausovec,Mima Jausovec,R,W,,
p_b1bf240b,mina hodzic,Mina Hodzic,R,W,,
p_5fe2d088,mingge xu,Mingge Xu,R,W,,
p_d094f0ba,minhtuan pham,Minhtuan Pham,R,M,,
p_55fefc53,miomir kecmanovic,Miomir Kecmanovic,R,M,,
p_2236e936,miriam bianca bulgaru,Miriam Bianca Bulgaru,R,W,,
p_cbbb4443,mirjam bjorklund,Mirjam Bjorklund,R,W,,
p_70a006ce,mirjana lucic,Mirjana Lucic,R,W,,
p_0101599d,mirra andreeva,Mirra Andreeva,R,W,,
p_cefad604,mirza basic,Mirza Basic,R,M,,
p_66590840,misaki doi,Misaki Doi,L,W,,
