match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20251221-M-NextGen_Finals-F-Alexander_Blockx-Learner_Tien,Alexander Blockx,Learner Tien,R,L,20251221,NextGen Finals,F,,Centre Court,Hard,,5,N,stard54
20251219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Justin_Engel,Nishesh Basavareddy,Justin Engel,R,R,20251219,NextGen Finals,RR,,,Hard,Mohamed Lahyani,5,N,Isaac
20251217-M-NextGen_Finals-RR-Rafael_Jodar-Learner_Tien,Rafael Jodar,Learner Tien,R,L,20251217,NextGen Finals,RR,,Centre Court,Hard,,5,N,stard54
20251217-M-NextGen_Finals-RR-Dino_Prizmic-Nishesh_Basavareddy,Dino Prizmic,Nishesh Basavareddy,R,R,20251217,NextGen Finals,RR,3:00 PM,Centre Court,Hard,,5,N,stard54
20251214-M-Dutch_Championships-F-Jesper_De_Jong-Daniel_De_Jonge,Jesper De Jong,Daniel De Jonge,R,R,20251214,Dutch Championships,F,,NTC Amstelveen,Hard,,3,1,Zindaras
20251123-M-Davis_Cup_Finals-RR-Matteo_Berrettini-Pablo_Carreno_Busta,Matteo Berrettini,Pablo Carreno Busta,R,R,20251123,Davis Cup Finals,RR,5pm,Centre,Hard,Timo Janzen,3,1,Edo
20251123-M-Davis_Cup_Finals-RR-Jaume_Munar-Flavio_Cobolli,Jaume Munar,Flavio Cobolli,R,R,20251123,Davis Cup Finals,RR,7pm,Centre,Hard,Marijana Veljovic,3,1,Edo
20251121-M-NCAA_Individual_Finals-QF-Michael_Zheng-Ozan_Baris,Michael Zheng,Ozan Baris,R,R,20251121,NCAA Individual Finals,QF,10:00 AM,6,Hard,,3,1,2td2
20251121-M-Davis_Cup_Finals-RR-Flavio_Cobolli-Zizou_Bergs,Flavio Cobolli,Zizou Bergs,R,R,20251121,Davis Cup Finals,RR,6pm,Centre,Hard,Timo Janzen,3,1,Edo
20251116-M-Tour_Finals-F-Carlos_Alcaraz-Jannik_Sinner,Carlos Alcaraz,Jannik Sinner,R,R,20251116,Tour Finals,F,,,Hard,,3,1,Ludo
20251115-M-Tour_Finals-SF-Carlos_Alcaraz-Felix_Auger_Aliassime,Carlos Alcaraz,Felix Auger Aliassime,R,R,20251115,Tour Finals,SF,,,Hard,,3,1,Ludo
20251115-M-Tour_Finals-SF-Alex_De_Minaur-Jannik_Sinner,Alex De Minaur,Jannik Sinner,R,R,20251115,Tour Finals,SF,2pm,Centre,Hard,Nacho Forcadell,3,1,Edo
20251114-M-Tour_Finals-RR-Taylor_Fritz-Alex_De_Minaur,Taylor Fritz,Alex De Minaur,R,R,20251114,Tour Finals,RR,,,Hard,,3,1,stard54
20251113-M-Tour_Finals-RR-Carlos_Alcaraz-Lorenzo_Musetti,Carlos Alcaraz,Lorenzo Musetti,R,R,20251113,Tour Finals,RR,,,Hard,,3,1,Ludo
20251112-M-Tour_Finals-RR-Jannik_Sinner-Alexander_Zverev,Jannik Sinner,Alexander Zverev,R,R,20251112,Tour Finals,RR,,,Hard,,3,1,Isaac
20251111-M-Tour_Finals-RR-Alex_De_Minaur-Lorenzo_Musetti,Alex De Minaur,Lorenzo Musetti,R,R,20251111,Tour Finals,RR,8pm,Centre,Hard,Nacho Forcadell,3,1,Edo
20251110-M-Tour_Finals-RR-Taylor_Fritz-Lorenzo_Musetti,Taylor Fritz,Lorenzo Musetti,R,R,20251110,Tour Finals,RR,2:20 PM,Inalpi,Hard,R. Lichtenstein,3,1,BG
20251108-M-Athens-F-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,Lorenzo Musetti,R,R,20251108,Athens,F,,Center,Hard,R. Haigh,3,1,BG
20251107-M-Lima_CH-QF-Marcelo_Tomas_Barrios_Vera-Juan_Bautista_Torres,Marcelo Tomas Barrios Vera,Juan Bautista Torres,R,R,20251107,Lima CH,QF,,Cancha Central,Clay,,3,1,Zindaras
20251107-M-Athens-SF-Sebastian_Korda-Lorenzo_Musetti,Sebastian Korda,Lorenzo Musetti,R,R,20251107,Athens,SF,6:00 PM,Center,Hard,R. Andrei,3,1,Mike Allen
20251107-M-Athens-SF-Novak_Djokovic-Yannick_Hanfmann,Novak Djokovic,Yannick Hanfmann,R,R,20251107,Athens,SF,,Center,Hard,R. Balmforth,3,1,BG
20251105-M-Metz-R16-Moez_Echargui-Learner_Tien,Moez Echargui,Learner Tien,R,L,20251105,Metz,R16,2:00 PM,Central,Hard,Louis Boucharinc,3,1,Mike Allen
20251104-M-Athens-R16-Alejandro_Tabilo-Novak_Djokovic,Alejandro Tabilo,Novak Djokovic,L,R,20251104,Athens,R16,,,Hard,,3,1,Isaac
20251103-M-Metz-R32-Jan_Choinski-Lorenzo_Sonego,Jan Choinski,Lorenzo Sonego,R,R,20251103,Metz,R32,2:00 PM,Central,Hard,Arnaud Gabas,3,1,Mike Allen
20251102-M-Paris_Masters-F-Felix_Auger_Aliassime-Jannik_Sinner,Felix Auger Aliassime,Jannik Sinner,R,R,20251102,Paris Masters,F,,,Hard,,3,1,Ludo
20251102-M-Athens-R32-Stefanos_Sakellaridis-Nuno_Borges,Stefanos Sakellaridis,Nuno Borges,R,R,20251102,Athens,R32,5:00 PM,Center,Hard,Raluca Andrei,3,1,Mike Allen
20251102-M-Athens-R32-Sebastian_Korda-Alexei_Popyrin,Sebastian Korda,Alexei Popyrin,R,R,20251102,Athens,R32,6:40PM,Center,Hard,M. Veljovic,3,1,Mike Allen
20251101-M-Paris_Masters-SF-Alexander_Zverev-Jannik_Sinner,Alexander Zverev,Jannik Sinner,R,R,20251101,Paris Masters,SF,,,Hard,,3,1,Ludo
20251031-M-Paris_Masters-QF-Valentin_Vacherot-Felix_Auger_Aliassime,Valentin Vacherot,Felix Auger Aliassime,R,R,20251031,Paris Masters,QF,,,Hard,,3,1,Isaac
20251031-M-Paris_Masters-QF-Ben_Shelton-Jannik_Sinner,Ben Shelton,Jannik Sinner,L,R,20251031,Paris Masters,QF,7:00 PM,Central,Hard,Marijana Veljovic,3,1,Mike Allen
20251030-M-Paris_Masters-R16-Valentin_Vacherot-Cameron_Norrie,Valentin Vacherot,Cameron Norrie,R,L,20251030,Paris Masters,R16,,,Hard,,3,1,Isaac
20251029-M-Paris_Masters-R32-Alejandro_Davidovich_Fokina-Arthur_Cazaux,Alejandro Davidovich Fokina,Arthur Cazaux,R,R,20251029,Paris Masters,R32,4:05 PM,1,Hard,,3,1,Mike Allen
20251028-M-Paris_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,Daniil Medvedev,R,R,20251028,Paris Masters,R64,,,Hard,,3,1,Ludo
20251028-M-Paris_Masters-R32-Cameron_Norrie-Carlos_Alcaraz,Cameron Norrie,Carlos Alcaraz,L,R,20251028,Paris Masters,R32,,,Hard,,3,1,Isaac
20251027-M-Paris_Masters-R64-Arthur_Cazaux-Luciano_Darderi,Arthur Cazaux,Luciano Darderi,R,R,20251027,Paris Masters,R64,11:10 AM,Central,Hard,C. Rask,3,1,BG
20251026-M-Vienna-F-Alexander_Zverev-Jannik_Sinner,Alexander Zverev,Jannik Sinner,R,R,20251026,Vienna,F,8pm,Centre,Hard,Renaud Lichtenstein,3,1,Edo
20251026-M-Basel-F-Joao_Fonseca-Alejandro_Davidovich_Fokina,Joao Fonseca,Alejandro Davidovich Fokina,R,R,20251026,Basel,F,,,Hard,,3,1,Ludo
20251025-M-Vienna-SF-Jannik_Sinner-Alex_De_Minaur,Jannik Sinner,Alex De Minaur,R,R,20251025,Vienna,SF,,,Hard,,3,1,Isaac
20251025-M-Basel-SF-Jaume_Munar-Joao_Fonseca,Jaume Munar,Joao Fonseca,R,R,20251025,Basel,SF,,,Hard,,3,1,Ludo
20251024-M-Vienna-QF-Alexander_Bublik-Jannik_Sinner,Alexander Bublik,Jannik Sinner,R,R,20251024,Vienna,QF,,,Hard,,3,1,Isaac
20251024-M-Vienna-QF-Alex_De_Minaur-Matteo_Berrettini,Alex De Minaur,Matteo Berrettini,R,R,20251024,Vienna,QF,1:30 PM,Center,Hard,Adel Nour,3,1,Mike Allen
20251023-M-Vienna-R16-Flavio_Cobolli-Jannik_Sinner,Flavio Cobolli,Jannik Sinner,R,R,20251023,Vienna,R16,8pm,Centre,Hard,Fergus Murphy,3,1,Edo
20251022-M-Vienna-R32-Daniel_Altmaier-Jannik_Sinner,Daniel Altmaier,Jannik Sinner,R,R,20251022,Vienna,R32,,,Hard,,3,1,Ludo
20251021-M-Basel-R32-Giovanni_Mpetshi_Perricard-Joao_Fonseca,Giovanni Mpetshi Perricard,Joao Fonseca,R,R,20251021,Basel,R32,,,Hard,,3,1,Ludo
20251019-M-Stockholm-F-Casper_Ruud-Ugo_Humbert,Casper Ruud,Ugo Humbert,R,L,20251019,Stockholm,F,15:00,Centre,Hard,Louise Azemar Engzell,3,1,Julie DL
20251019-M-Hersonissos_CH-F-Maxim_Mrva-Harry_Wendelken,Maxim Mrva,Harry Wendelken,R,R,20251019,Hersonissos CH,F,,Centre Court,Hard,,3,1,Zindaras
20251019-M-Almaty-F-Daniil_Medvedev-Corentin_Moutet,Daniil Medvedev,Corentin Moutet,R,L,20251019,Almaty,F,15:10,Center,Hard,Alison Hughes,3,1,Zindaras
20251018-M-Stockholm-SF-Casper_Ruud-Denis_Shapovalov,Casper Ruud,Denis Shapovalov,R,L,20251018,Stockholm,SF,18:00,Center,Hard,Christian Rask,3,1,Julie DL
20251018-M-Six_Kings_Slam-F-Carlos_Alcaraz-Jannik_Sinner,Carlos Alcaraz,Jannik Sinner,R,R,20251018,Six Kings Slam,F,3pm,Centre,Hard,Carlos Ramos,3,1,Edo
20251018-M-Almaty-SF-James_Duckworth-Daniil_Medvedev,James Duckworth,Daniil Medvedev,R,R,20251018,Almaty,SF,3:00 PM,Center,Hard,Raluca Andrei,3,1,Mike Allen
20251017-M-Stockholm-QF-Casper_Ruud-Sebastian_Korda,Casper Ruud,Sebastian Korda,R,R,20251017,Stockholm,QF,18:30,Center,Hard,Arnaud Gabas,3,1,Julie DL
20251017-M-Brussels-QF-Lorenzo_Musetti-Giovanni_Mpetshi_Perricard,Lorenzo Musetti,Giovanni Mpetshi Perricard,R,R,20251017,Brussels,QF,,,Hard,,3,1,Ludo
20251017-M-Almaty-QF-Fabian_Marozsan-Daniil_Medvedev,Fabian Marozsan,Daniil Medvedev,R,R,20251017,Almaty,QF,,,Hard,,3,1,Ludo
20251015-M-Stockholm-R16-Marin_Cilic-Casper_Ruud,Marin Cilic,Casper Ruud,R,R,20251015,Stockholm,R16,18:00,Centre,Hard,Manuel Absolu,3,1,Julie DL
20251015-M-Brussels-R16-Francisco_Comesana-Raphael_Collignon,Francisco Comesana,Raphael Collignon,R,R,20251015,Brussels,R16,18:10,Center,Hard,,3,1,Zindaras
20251014-M-Hersonnisos_CH-R32-Harry_Wendelken-Michael_Geerts,Harry Wendelken,Michael Geerts,R,R,20251014,Hersonnisos CH,R32,,20,Hard,,3,1,Zindaras
20251014-M-Brussels-R32-Botic_Van_De_Zandschulp-Joao_Fonseca,Botic Van De Zandschulp,Joao Fonseca,R,R,20251014,Brussels,R32,20:30,Centre,Hard,James Keothavong,3,1,Zindaras
20251014-M-Almaty-R32-Brandon_Nakashima-Hamad_Medjedovic,Brandon Nakashima,Hamad Medjedovic,R,R,20251014,Almaty,R32,,,Hard,,3,1,Ludo
20251013-M-Stockholm-R32-Tallon_Griekspoor-Jacob_Fearnley,Tallon Griekspoor,Jacob Fearnley,R,R,20251013,Stockholm,R32,14:55,Centre,Hard,Arnaud Gabas,3,1,Zindaras
20251013-M-Almaty-R32-Corentin_Moutet-Bernard_Tomic,Corentin Moutet,Bernard Tomic,L,R,20251013,Almaty,R32,19:10,Center,Hard,Alison Hughes,3,1,Zindaras
20251012-M-Shanghai_Masters-F-Valentin_Vacherot-Arthur_Rinderknech,Valentin Vacherot,Arthur Rinderknech,R,R,20251012,Shanghai Masters,F,16:45,Stadium,Hard,Greg Allensworth,3,1,Zindaras
20251011-M-Shanghai_Masters-SF-Valentin_Vacherot-Novak_Djokovic,Valentin Vacherot,Novak Djokovic,R,R,20251011,Shanghai Masters,SF,,,Hard,,3,1,Isaac
20251010-M-Shanghai_Masters-QF-Alex_De_Minaur-Daniil_Medvedev,Alex De Minaur,Daniil Medvedev,R,R,20251010,Shanghai Masters,QF,18:40,Stadium Court,Hard,Renaud Lichtenstein,3,1,Zindaras
20251005-M-Shanghai_Masters-R32-Taylor_Fritz-Giovanni_Mpetshi_Perricard,Taylor Fritz,Giovanni Mpetshi Perricard,R,R,20251005,Shanghai Masters,R32,2:25 PM,Stadium,Hard,C. Rask,3,1,Mike Allen
20251005-M-Shanghai_Masters-R32-Tallon_Griekspoor-Jannik_Sinner,Tallon Griekspoor,Jannik Sinner,R,R,20251005,Shanghai Masters,R32,21:45,Stadium Court,Hard,Jimmy Pinoargote,3,1,Zindaras
20251004-M-Shanghai_Masters-R64-Francisco_Comesana-Lorenzo_Musetti,Francisco Comesana,Lorenzo Musetti,R,R,20251004,Shanghai Masters,R64,2:50 PM,Grandstand 2,Hard,A. Nour,3,1,BG
20251003-M-Shanghai_Masters-R64-Novak_Djokovic-Marin_Cilic,Novak Djokovic,Marin Cilic,R,R,20251003,Shanghai Masters,R64,,,Hard,,3,1,Isaac
20251002-M-Shanghai_Masters-R128-Jesper_De_Jong-Yi_Zhou,Jesper De Jong,Yi Zhou,R,R,20251002,Shanghai Masters,R128,14:40,Grandstand 2,Hard,,3,1,Zindaras
20251001-M-Beijing-F-Learner_Tien-Jannik_Sinner,Learner Tien,Jannik Sinner,L,R,20251001,Beijing,F,4pm,Centre,Hard,Mohamed Lahyani,3,1,Edo
20250930-M-Tokyo-F-Taylor_Fritz-Carlos_Alcaraz,Taylor Fritz,Carlos Alcaraz,R,R,20250930,Tokyo,F,,,Hard,,3,1,Ludo
20250930-M-Beijing-SF-Jannik_Sinner-Alex_De_Minaur,Jannik Sinner,Alex De Minaur,R,R,20250930,Beijing,SF,,,Hard,,3,1,Isaac
20250929-M-Tokyo-SF-Taylor_Fritz-Jenson_Brooksby,Taylor Fritz,Jenson Brooksby,R,R,20250929,Tokyo,SF,,Colosseum,Hard,N. Forcadell,3,1,BG
20250929-M-Tokyo-SF-Casper_Ruud-Carlos_Alcaraz,Casper Ruud,Carlos Alcaraz,R,R,20250929,Tokyo,SF,,,Hard,,3,1,Ludo
20250928-M-Tokyo-QF-Casper_Ruud-Aleksandar_Vukic,Casper Ruud,Aleksandar Vukic,R,R,20250928,Tokyo,QF,,,Hard,,3,1,Ludo
20250928-M-Tokyo-QF-Brandon_Nakashima-Carlos_Alcaraz,Brandon Nakashima,Carlos Alcaraz,R,R,20250928,Tokyo,QF,,,Hard,,3,1,Ludo
20250928-M-Beijing-QF-Daniil_Medvedev-Alexander_Zverev,Daniil Medvedev,Alexander Zverev,R,R,20250928,Beijing,QF,,,Hard,,3,1,Ludo
20250927-M-Tokyo-R16-Carlos_Alcaraz-Zizou_Bergs,Carlos Alcaraz,Zizou Bergs,R,R,20250927,Tokyo,R16,,,Hard,,3,1,Ludo
20250926-M-Tokyo-R16-Casper_Ruud-Matteo_Berrettini,Casper Ruud,Matteo Berrettini,R,R,20250926,Tokyo,R16,21:00,Colosseum,Hard,Nacho Forcadell,3,1,Julie DL
20250925-M-Tokyo-R32-Sebastian_Baez-Carlos_Alcaraz,Sebastian Baez,Carlos Alcaraz,R,R,20250925,Tokyo,R32,,,Hard,,3,1,Ludo
20250925-M-Beijing-R32-Marin_Cilic-Jannik_Sinner,Marin Cilic,Jannik Sinner,R,R,20250925,Beijing,R32,,,Hard,Mohamed Lahyani,3,1,Isaac
20250923-M-Chengdu-F-Alejandro_Tabilo-Lorenzo_Musetti,Alejandro Tabilo,Lorenzo Musetti,L,R,20250923,Chengdu,F,,Center,Hard,J. Pinoargote,3,1,BG
20250922-M-Hangzhou-SF-Yibing_Wu-Alexander_Bublik,Yibing Wu,Alexander Bublik,R,R,20250922,Hangzhou,SF,,,Hard,,3,1,Ludo
20250922-M-Chengdu-SF-Lorenzo_Musetti-Alexander_Shevchenko,Lorenzo Musetti,Alexander Shevchenko,R,R,20250922,Chengdu,SF,,,Hard,,3,1,Ludo
20250920-M-Hangzhou-R16-Yibing_Wu-Sebastian_Korda,Yibing Wu,Sebastian Korda,R,R,20250920,Hangzhou,R16,1:30 PM,Centre Court,Hard,,3,1,stard54
20250920-M-Chengdu-R16-Dino_Prizmic-Lorenzo_Musetti,Dino Prizmic,Lorenzo Musetti,R,R,20250920,Chengdu,R16,,Center,Hard,J. Blom,3,1,BG
20250913-M-Davis_Cup_Qualifiers-RR-Francisco_Comesana-Jesper_De_Jong,Francisco Comesana,Jesper De Jong,R,R,20250913,Davis Cup Qualifiers,RR,,Martiniplaza Groningen,Hard,Ben Anderson,3,1,Zindaras
20250913-M-Davis_Cup_Qualifiers-RR-Alex_De_Minaur-Raphael_Collignon,Alex De Minaur,Raphael Collignon,R,R,20250913,Davis Cup Qualifiers,RR,1:00 PM,Ken Rosewell Arena,Hard,,3,1,stard54
20250912-M-Davis_Cup_Qualifiers-RR-Jesper_De_Jong-Tomas_Martin_Etcheverry,Jesper De Jong,Tomas Martin Etcheverry,R,R,20250912,Davis Cup Qualifiers,RR,14:15,Martinaplaza Groningen,Hard,,3,1,Zindaras
20250912-M-Davis_Cup_Qualifiers-RR-Francisco_Cerundolo-Botic_Van_De_Zandschulp,Francisco Cerundolo,Botic Van De Zandschulp,R,R,20250912,Davis Cup Qualifiers,RR,,Martiniplaza Groningen,Hard,Ben Anderson,3,1,Zindaras
20250907-M-US_Open-F-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Carlos Alcaraz,R,R,20250907,US Open,F,14:50,Arthur Ashe Stadium,Hard,James Keothavong,5,A,Zindaras
20250906-M-US_Open-SF-Jannik_Sinner-Felix_Auger_Aliassime,Jannik Sinner,Felix Auger Aliassime,R,R,20250906,US Open,SF,7pm,Arthur Ashe,Hard,Nico Helwerth,5,A,Edo
20250905-M-US_Open-SF-Novak_Djokovic-Carlos_Alcaraz,Novak Djokovic,Carlos Alcaraz,R,R,20250905,US Open,SF,,,Hard,,5,A,Ludo
20250903-M-US_Open-QF-Jannik_Sinner-Lorenzo_Musetti,Jannik Sinner,Lorenzo Musetti,R,R,20250903,US Open,QF,7pm,Arthur Ashe,Hard,Greg Allensworth,5,A,Edo
20250903-M-US_Open-QF-Felix_Auger_Aliassime-Alex_De_Minaur,Felix Auger Aliassime,Alex De Minaur,R,R,20250903,US Open,QF,11:40 AM,Ashe,Hard,M. Bley,5,A,BG
20250902-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,Novak Djokovic,Taylor Fritz,R,R,20250902,US Open,QF,,,Hard,,5,A,Isaac
20250902-M-US_Open-QF-Jiri_Lehecka-Carlos_Alcaraz,Jiri Lehecka,Carlos Alcaraz,R,R,20250902,US Open,QF,,,Hard,,5,A,Isaac
20250901-M-US_Open-R16-Taylor_Fritz-Tomas_Machac,Taylor Fritz,Tomas Machac,R,R,20250901,US Open,R16,,,Hard,,5,A,Ludo
20250901-M-US_Open-R16-Alexander_Bublik-Jannik_Sinner,Alexander Bublik,Jannik Sinner,R,R,20250901,US Open,R16,,,Hard,,5,A,Isaac
20250831-M-US_Open-R16-Novak_Djokovic-Jan_Lennard_Struff,Novak Djokovic,Jan Lennard Struff,R,R,20250831,US Open,R16,9:15 PM,Centre,Hard,,5,A,Davi
20250831-M-Porto_CH-F-Guy_Den_Ouden-Gilles_Arnaud_Bailly,Guy Den Ouden,Gilles Arnaud Bailly,R,R,20250831,Porto CH,F,,Central,Clay,,3,1,Zindaras
20250830-M-US_Open-R32-Lorenzo_Musetti-Flavio_Cobolli,Lorenzo Musetti,Flavio Cobolli,R,R,20250830,US Open,R32,3pm,Louis Armstrong,Hard,Greg Allensworth,5,A,Edo
20250829-M-US_Open-R32-Carlos_Alcaraz-Luciano_Darderi,Carlos Alcaraz,Luciano Darderi,R,R,20250829,US Open,R32,,,Hard,,5,A,Ludo
20250828-M-US_Open-R64-Jannik_Sinner-Alexei_Popyrin,Jannik Sinner,Alexei Popyrin,R,R,20250828,US Open,R64,,,Hard,,5,A,Isaac
20250828-M-US_Open-R64-Carlos_Alcaraz-Mattia_Bellucci,Carlos Alcaraz,Mattia Bellucci,R,L,20250828,US Open,R64,,,Hard,,5,A,Ludo
20250827-M-US_Open-R64-Zachary_Svajda-Novak_Djokovic,Zachary Svajda,Novak Djokovic,R,R,20250827,US Open,R64,,,Hard,,5,1,Isaac
20250827-M-US_Open-R64-Joao_Fonseca-Tomas_Machac,Joao Fonseca,Tomas Machac,R,R,20250827,US Open,R64,,,Hard,,5,A,Ludo
20250827-M-US_Open-R64-Casper_Ruud-Raphael_Collignon,Casper Ruud,Raphael Collignon,R,R,20250827,US Open,R64,1:00 PM,17,Hard,,5,A,BG
20250826-M-US_Open-R128-Reilly_Opelka-Carlos_Alcaraz,Reilly Opelka,Carlos Alcaraz,R,R,20250826,US Open,R128,,,Hard,,5,A,Ludo
20250826-M-US_Open-R128-Jannik_Sinner-Vit_Kopriva,Jannik Sinner,Vit Kopriva,R,R,20250826,US Open,R128,,,Hard,,5,A,Isaac
20250826-M-US_Open-R128-Daniel_Altmaier-Hamad_Medjedovic,Daniel Altmaier,Hamad Medjedovic,R,R,20250826,US Open,R128,,13,Hard,A. Rocha,5,A,BG
20250824-M-US_Open-R128-Novak_Djokovic-Learner_Tien,Novak Djokovic,Learner Tien,R,L,20250824,US Open,R128,,,Hard,,5,A,Isaac
20250824-M-US_Open-R128-Jesper_De_Jong-Brandon_Nakashima,Jesper De Jong,Brandon Nakashima,R,R,20250824,US Open,R128,7:10 PM,Grandstand,Hard,F. Souza,5,A,BG
20250824-M-US_Open-R128-Benjamin_Bonzi-Daniil_Medvedev,Benjamin Bonzi,Daniil Medvedev,R,R,20250824,US Open,R128,9:05 PM,Armstrong,Hard,G. Allensworth,5,A,BG
20250824-M-US_Open-R128-Adrian_Mannarino-Tallon_Griekspoor,Adrian Mannarino,Tallon Griekspoor,L,R,20250824,US Open,R128,,7,Hard,E. Asderaki-Moore,5,A,BG
20250823-M-Winston_Salem-F-Marton_Fucsovics-Botic_Van_De_Zandschulp,Marton Fucsovics,Botic Van De Zandschulp,R,R,20250823,Winston Salem,F,,Stadium,Hard,Adel Nour,3,1,Zindaras
20250818-M-Cincinnati_Masters-F-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Carlos Alcaraz,R,R,20250818,Cincinnati Masters,F,,Center,Hard,,3,1,stard54
20250814-M-Cincinnati_Masters-R16-Carlos_Alcaraz-Luca_Nardi,Carlos Alcaraz,Luca Nardi,R,R,20250814,Cincinnati Masters,R16,,,Hard,,3,1,elarmitage
20250814-M-Cincinnati_Masters-QF-Jannik_Sinner-Felix_Auger_Aliassime,Jannik Sinner,Felix Auger Aliassime,R,R,20250814,Cincinnati Masters,QF,11:00 AM,P&G Centre Court,Hard,,3,1,stard54
20250813-M-Cincinnati_Masters-R16-Adrian_Mannarino-Jannik_Sinner,Adrian Mannarino,Jannik Sinner,L,R,20250813,Cincinnati Masters,R16,,,Hard,,3,1,Isaac
20250812-M-Cincinnati_Masters-R32-Hamad_Medjedovic-Carlos_Alcaraz,Hamad Medjedovic,Carlos Alcaraz,R,R,20250812,Cincinnati Masters,R32,,,Hard,,3,1,Ludo
20250812-M-Cincinnati_Masters-R32-Gabriel_Diallo-Jannik_Sinner,Gabriel Diallo,Jannik Sinner,R,R,20250812,Cincinnati Masters,R32,,,Hard,,3,1,Ludo
20250810-M-Cincinnati_Masters-R64-Reilly_Opelka-Alex_De_Minaur,Reilly Opelka,Alex De Minaur,R,R,20250810,Cincinnati Masters,R64,,,Hard,,3,1,Ludo
20250809-M-Cincinnati_Masters-R64-Jannik_Sinner-Daniel_Elahi_Galan,Jannik Sinner,Daniel Elahi Galan,R,R,20250809,Cincinnati Masters,R64,,,Hard,,3,1,Ludo
20250809-M-Cincinnati-R64-Joao_Fonseca-Alejandro_Davidovich_Fokina,Joao Fonseca,Alejandro Davidovich Fokina,R,R,20250809,Cincinnati,R64,,3,Hard,M. Lahyani,3,1,BG
20250807-M-Canada_Masters-F-Ben_Shelton-Karen_Khachanov,Ben Shelton,Karen Khachanov,L,R,20250807,Canada Masters,F,7:30 PM,,Hard,Fergus Murphy,3,1,stard54
20250805-M-Canada_Masters-QF-Taylor_Fritz-Andrey_Rublev,Taylor Fritz,Andrey Rublev,R,R,20250805,Canada Masters,QF,,,Hard,,3,1,Ludo
20250805-M-Canada_Masters-QF-Ben_Shelton-Alex_De_Minaur,Ben Shelton,Alex De Minaur,L,R,20250805,Canada Masters,QF,8:50 PM,Centre,Hard,K. Radwan-Cho,3,1,BG
20250804-M-Cincinnati_Masters-R16-Francisco_Comesana-Andrey_Rublev,Francisco Comesana,Andrey Rublev,R,R,20250804,Cincinnati Masters,R16,,,Hard,,3,1,Ludo
20250803-M-Hagen_CH-F-Yannick_Hanfmann-Guy_Den_Ouden,Yannick Hanfmann,Guy Den Ouden,R,R,20250803,Hagen CH,F,,Platzmann Centre Court,Clay,,3,1,Zindaras
20250802-M-Canada_Masters-R16-Casper_Ruud-Karen_Khachanov,Casper Ruud,Karen Khachanov,R,R,20250802,Canada Masters,R16,,Centre,Hard,,3,1,VkZz
20250801-M-Canada_Masters-R32-Jakub_Mensik-Alejandro_Davidovich_Fokina,Jakub Mensik,Alejandro Davidovich Fokina,R,R,20250801,Canada Masters,R32,,,Hard,,3,1,Ludo
20250801-M-Canada_Masters-R32-Gabriel_Diallo-Taylor_Fritz,Gabriel Diallo,Taylor Fritz,R,R,20250801,Canada Masters,R32,,,Hard,,3,1,Ludo
20250801-M-Canada_Masters-R32-Arthur_Fils-Jiri_Lehecka,Arthur Fils,Jiri Lehecka,R,R,20250801,Canada Masters,R32,12:50 PM,Grandstand,Hard,M. Lahyani,3,1,VkZz
20250731-M-Canada_Masters-R32-Alexandre_Muller-Holger_Rune,Alexandre Muller,Holger Rune,R,R,20250731,Canada Masters,R32,7:25 PM,Grandstand,Hard,R. Haigh,3,1,VkZz
20250730-M-Canada_Masters-R32-Francisco_Comesana-Alex_De_Minaur,Francisco Comesana,Alex De Minaur,R,R,20250730,Canada Masters,R32,9:30 PM,1,Hard,F. Murphy,3,1,VkZz
20250729-M-Canada_Masters-R64-Roman_Safiullin-Casper_Ruud,Roman Safiullin,Casper Ruud,R,R,20250729,Canada Masters,R64,,,Hard,,3,1,Ludo
20250729-M-Canada_Masters-R64-Lorenzo_Musetti-James_Duckworth,Lorenzo Musetti,James Duckworth,R,R,20250729,Canada Masters,R64,2:10 PM,Centre,Hard,J. Keothavong,3,1,BG
20250728-M-Canada_Masters-R128-Dan_Martin-Jaume_Munar,Dan Martin,Jaume Munar,R,R,20250728,Canada Masters,R128,12:40,Centre Court,Hard,Adel Nour,3,1,Zindaras
20250727-M-Washington-F-Alex_De_Minaur-Alejandro_Davidovich_Fokina,Alex De Minaur,Alejandro Davidovich Fokina,R,R,20250727,Washington,F,,,Hard,,3,1,stard54
20250727-M-Canada_Masters-R128-Nicolas_Arseneault-Valentin_Royer,Nicolas Arseneault,Valentin Royer,L,R,20250727,Canada Masters,R128,17:40,Grandstand,Hard,Ana Carvalho,3,1,Zindaras
20250726-M-Kitzbuhel-F-Alexander_Bublik-Arthur_Cazaux,Alexander Bublik,Arthur Cazaux,R,R,20250726,Kitzbuhel,F,,,Clay,,3,1,Ludo
