match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20140807-M-Canada_Masters-R16-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Jo Wilfried Tsonga,R,R,20140807,Canada Masters,R16,,Centre,Hard,,3,1,Amy
20140805-M-Canada_Masters-R32-Peter_Polansky-Roger_Federer,Peter Polansky,Roger Federer,R,R,20140805,Canada Masters,R32,,Centre,Hard,,3,1,Amy
20140727-M-Atlanta-F-John_Isner-Dudi_Sela,John Isner,Dudi Sela,R,R,20140727,Atlanta,F,,,Hard,,3,1,Bobby
20140725-M-Atlanta-QF-John_Isner-Marinko_Matosevic,John Isner,Marinko Matosevic,R,R,20140725,Atlanta,QF,,,Hard,,3,1,Bobby
20140721-M-Umag-R32-Ante_Pavic-Horacio_Zeballos,Ante Pavic,Horacio Zeballos,R,L,20140721,Umag,R32,,,Clay,,3,1,Amy
20140720-M-Bogota-F-Bernard_Tomic-Ivo_Karlovic,Bernard Tomic,Ivo Karlovic,R,R,20140720,Bogota,F,,,Hard,,3,1,Amy
20140719-M-Bogota-SF-Bernard_Tomic-Victor_Estrella,Bernard Tomic,Victor Estrella,R,R,20140719,Bogota,SF,,,Hard,,3,1,Amy
20140714-M-Bogota-QF-Jimmy_Wang-Ivo_Karlovic,Jimmy Wang,Ivo Karlovic,R,R,20140714,Bogota,QF,,,Hard,,3,1,Amy
20140710-M-Stuttgart-R32-Jan_Lennard_Struff-Philipp_Kohlschreiber,Jan Lennard Struff,Philipp Kohlschreiber,R,R,20140710,Stuttgart,R32,11:10,,Clay,Damian Steiner,3,1,ChapelHeel66
20140706-M-Wimbledon-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Roger Federer,R,R,20140706,Wimbledon,F,14:10,Centre Court,Grass,James Keothavong,5,0,1HandBH
20140704-M-Wimbledon-SF-Milos_Raonic-Roger_Federer,Milos Raonic,Roger Federer,R,R,20140704,Wimbledon,SF,,Centre,Grass,,5,0,Isaac
20140704-M-Wimbledon-SF-Grigor_Dimitrov-Novak_Djokovic,Grigor Dimitrov,Novak Djokovic,R,R,20140704,Wimbledon,SF,13:10,Centre,Grass,Ali Nili,5,0,Edo
20140702-M-Wimbledon-QF-Stan_Wawrinka-Roger_Federer,Stan Wawrinka,Roger Federer,R,R,20140702,Wimbledon,QF,4pm,Centre,Grass,Fergus Murphy,5,0,Edo
20140702-M-Wimbledon-QF-Novak_Djokovic-Marin_Cilic,Novak Djokovic,Marin Cilic,R,R,20140702,Wimbledon,QF,,,Grass,,5,0,Isaac
20140702-M-Wimbledon-QF-Grigor_Dimitrov-Andy_Murray,Grigor Dimitrov,Andy Murray,R,R,20140702,Wimbledon,QF,13:25,Centre Court,Grass,Jake Garner,5,0,1HandBH
20140701-M-Wimbledon-R16-Nick_Kyrgios-Rafael_Nadal,Nick Kyrgios,Rafael Nadal,R,L,20140701,Wimbledon,R16,16:10,Centre,Grass,Carlos Bernardes,5,0,DebLDecker
20140630-M-Winnetka_CH-F-Farrukh_Dustov-Denis_Kudla,Farrukh Dustov,Denis Kudla,R,R,20140630,Winnetka CH,F,,,Hard,,3,1,Amy
20140628-M-Wimbledon-R32-Mikhail_Kukushkin-Rafael_Nadal,Mikhail Kukushkin,Rafael Nadal,R,L,20140628,Wimbledon,R32,13:25,Centre,Grass,Pascal Maria,5,0,DebLDecker
20140628-M-Padova_CH-SF-Nikola_Cacic-Maximo_Gonzalez,Nikola Cacic,Maximo Gonzalez,R,R,20140628,Padova CH,SF,,Central,Clay,,3,1,d
20140627-M-Wimbledon-R32-Grigor_Dimitrov-Alexandr_Dolgopolov,Grigor Dimitrov,Alexandr Dolgopolov,R,R,20140627,Wimbledon,R32,,No. 1 Court,Grass,,5,0,1HandBH
20140626-M-Wimbledon-R64-Rafael_Nadal-Lukas_Rosol,Rafael Nadal,Lukas Rosol,L,R,20140626,Wimbledon,R64,13:10,Centre,Grass,James Keothavong,5,0,DebLDecker
20140625-M-Wimbledon-R64-Tomas_Berdych-Bernard_Tomic,Tomas Berdych,Bernard Tomic,R,R,20140625,Wimbledon,R64,,Court 1,Grass,,5,0,Bobby
20140625-M-Wimbledon-R64-Novak_Djokovic-Radek_Stepanek,Novak Djokovic,Radek Stepanek,R,R,20140625,Wimbledon,R64,,,Grass,,5,0,Isaac
20140624-M-Wimbledon-R128-Rafael_Nadal-Martin_Klizan,Rafael Nadal,Martin Klizan,,,20140624,Wimbledon,R128,,,Grass,,,,DebLDecker
20140616-M-Eastbourne-R32-Ivo_Karlovic-Jeremy_Chardy,Ivo Karlovic,Jeremy Chardy,R,R,20140616,Eastbourne,R32,,,Grass,,3,1,qthetennisfan
20140615-M-Queens_Club-F-Grigor_Dimitrov-Feliciano_Lopez,Grigor Dimitrov,Feliciano Lopez,R,L,20140615,Queens Club,F,3pm,Centre,Grass,Mohamed El Jennati,3,1,Edo
20140615-M-Halle-F-Roger_Federer-Alejandro_Falla,Roger Federer,Alejandro Falla,R,L,20140615,Halle,F,15:00,Stadion,Grass,Damien Dumusois,3,1,Edo
20140614-M-Queens_Club-SF-Stan_Wawrinka-Grigor_Dimitrov,Stan Wawrinka,Grigor Dimitrov,R,R,20140614,Queens Club,SF,13:40,,Grass,,3,1,Eric J
20140613-M-Nottingham_CH-SF-Nick_Kyrgios-Miloslav_Mecir_Jr,Nick Kyrgios,Miloslav Mecir Jr,R,R,20140613,Nottingham CH,SF,,,Grass,,3,1,Michal
20140612-M-Halle-R16-Dustin_Brown-Rafael_Nadal,Dustin Brown,Rafael Nadal,R,L,20140612,Halle,R16,17:45,Stadium,Grass,Carlos Bernardes,3,1,DebLDecker
20140611-M-Halle-R16-Pierre_Hugues_Herbert-Philipp_Kohlschreiber,Pierre Hugues Herbert,Philipp Kohlschreiber,R,R,20140611,Halle,R16,12:10,Gerry Weber Stadion (main court),Grass,Dimitar Trifunovski,3,1,1HandBH
20140609-M-Queens_Club-R32-Grigor_Dimitrov-James_Ward,Grigor Dimitrov,James Ward,R,R,20140609,Queen's Club,R32,,,Grass,,3,1,Isaac
20140609-M-Prague_CH-R32-Steven_Diez-Renzo_Olivo,Steven Diez,Renzo Olivo,R,R,20140609,Prague CH,R32,,Court 1,Clay,,3,1,d
20140609-M-Halle-R32-Michal_Przysiezny-Peter_Gojowczyk,Michal Przysiezny,Peter Gojowczyk,R,R,20140609,Halle,R32,13:35,Center Court,Grass,Blaze Trifunovski,3,1,1HandBH
20140608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Rafael Nadal,R,L,20140608,Roland Garros,F,15:15,Philippe Chatrier,Clay,Pascal Maria,5,0,DebLDecker
20140606-M-Roland_Garros-SF-Rafael_Nadal-Andy_Murray,Rafael Nadal,Andy Murray,L,R,20140606,Roland Garros,SF,16:15,Philippe Chatrier,Clay,Damien Dumusois,5,0,DebLDecker
20140606-M-Roland_Garros-SF-Ernests_Gulbis-Novak_Djokovic,Ernests Gulbis,Novak Djokovic,R,R,20140606,Roland Garros,SF,13:10,Philippe Chatrier,Clay,Carlos Ramos,5,0,Edo
20140604-M-Roland_Garros-QF-David_Ferrer-Rafael_Nadal,David Ferrer,Rafael Nadal,R,L,20140604,Roland Garros,QF,18:45,Suzanne Lenglen,Clay,James Keothavong,5,0,DebLDecker
20140603-M-Roland_Garros-R16-Ernests_Gulbis-Roger_Federer,Ernests Gulbis,Roger Federer,R,R,20140603,Roland Garros,R16,4pm,Chatrier,Clay,Jamie Keothavong,5,0,Edo
20140601-M-Roland_Garros-R16-Rafael_Nadal-Dusan_Lajovic,Rafael Nadal,Dusan Lajovic,L,R,20140601,Roland Garros,R16,13:30 PM,Philippe Chatrier,Clay,Pierre Bacchi,5,0,DebLDecker
20140531-M-Roland_Garros-R32-Leonardo_Mayer-Rafael_Nadal,Leonardo Mayer,Rafael Nadal,R,L,20140531,Roland Garros,R32,14:45,Philippe Chartrier,Clay,Pascal Maria,5,0,DebLDecker
20140529-M-Roland_Garros-R64-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Dominic Thiem,L,R,20140529,Roland Garros,R64,13:00,Philippe Chatrier,Clay,Carlos Bernardes,5,0,DebLDecker
20140526-M-Roland_Garros-R128-Robby_Ginepri-Rafael_Nadal,Robby Ginepri,Rafael Nadal,R,L,20140526,Roland Garros,R128,17:25,Suzanne Lenglen,Clay,Pierre Bacchi,5,0,DebLDecker
20140524-M-Nice-F-Ernests_Gulbis-Federico_Delbonis,Ernests Gulbis,Federico Delbonis,R,L,20140524,Nice,F,,Centre,Clay,,3,1,James
20140518-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Rafael Nadal,R,L,20140518,Rome Masters,F,16:20,Centrale,Clay,Carlos Bernardes,3,1,DebLDecker
20140517-M-Rome_Masters-SF-Milos_Raonic-Novak_Djokovic,Milos Raonic,Novak Djokovic,R,R,20140517,Rome Masters,SF,2pm,Centre,Clay,Mohamed Lahyani,3,1,Edo
20140517-M-Rome_Masters-SF-Grigor_Dimitrov-Rafael_Nadal,Grigor Dimitrov,Rafael Nadal,R,L,20140517,Rome Masters,SF,20:15,Centrale,Clay,Mohamed El Jennati,3,1,DebLDecker
20140516-M-Rome_Masters-QF-Andy_Murray-Rafael_Nadal,Andy Murray,Rafael Nadal,R,L,20140516,Rome Masters,QF,21:20,Centrale,Clay,Mohamed Lahyani,3,1,DebLDecker
20140515-M-Rome_Masters-R16-Mikhail_Youzhny-Rafael_Nadal,Mikhail Youzhny,Rafael Nadal,R,L,20140515,Rome Masters,R16,16:30,Centrale,Clay,Mohamed El Jennati,3,1,DebLDecker
20140515-M-Rome-R16-Tommy_Haas-Stan_Wawrinka,Tommy Haas,Stan Wawrinka,R,R,20140515,Rome,R16,,Centre,Clay,,3,1,Arosenquist
20140515-M-Busan_CH-R16-Amir_Weintraub-Daniel_Smethurst,Amir Weintraub,Daniel Smethurst,R,R,20140515,Busan CH,R16,,Court 1,Hard,,3,1,d
20140514-M-Rome_Masters-R32-Roger_Federer-Jeremy_Chardy,Roger Federer,Jeremy Chardy,R,R,20140514,Rome Masters,R32,,Centre,Clay,,3,1,qthetennisfan
20140514-M-Rome_Masters-R32-Gilles_Simon-Rafael_Nadal,Gilles Simon,Rafael Nadal,R,L,20140514,Rome Masters,R32,19:45,Centrale,Clay,Damian Steiner,3,1,DebLDecker
20140511-M-Madrid_Masters-F-Rafael_Nadal-Kei_Nishikori,Rafael Nadal,Kei Nishikori,L,R,20140511,Madrid Masters,F,19:35,Manolo Santana,Clay,Damien Dumusois,3,1,DebLDecker
20140510-M-Madrid_Masters-SF-Roberto_Bautista_Agut-Rafael_Nadal,Roberto Bautista Agut,Rafael Nadal,R,L,20140510,Madrid Masters,SF,16:05,Manolo Santana,Clay,Carlos Bernardes,3,1,DebLDecker
20140509-M-Rome_CH-QF-Mate_Delic-Julian_Reister,Mate Delic,Julian Reister,R,R,20140509,Rome CH,QF,,Court 1,Clay,,3,1,d
20140509-M-Madrid_Masters-QF-Tomas_Berdych-Rafael_Nadal,Tomas Berdych,Rafael Nadal,R,L,20140509,Madrid Masters,QF,15:45,Manolo Santana,Clay,Mohamed Lahyani,3,1,DebLDecker
20140508-M-Madrid_Masters-R16-Jarkko_Nieminen-Rafael_Nadal,Jarkko Nieminen,Rafael Nadal,L,L,20140508,Madrid Masters,R16,15:30,Manolo Santana,Clay,Damien Dumusois,3,1,DebLDecker
20140507-M-Madrid_Masters-R32-Rafael_Nadal-Juan_Monaco,Rafael Nadal,Juan Monaco,L,R,20140507,Madrid Masters,R32,15:30,Manolo Santana,Clay,Carlos Bernardes,3,1,DebLDecker
20140429-M-Cali_CH-R32-Mathias_Bourgue-Gonzalo_Lama,Mathias Bourgue,Gonzalo Lama,R,R,20140429,Cali CH,R32,,Court 1,Clay,,3,1,d
20140427-M-Bucharest-F-Grigor_Dimitrov-Lukas_Rosol,Grigor Dimitrov,Lukas Rosol,R,R,20140427,Bucharest,F,3pm,Centre,Clay,Damien Dumusois,3,1,Edo
20140425-M-Barcelona-QF-Nicolas_Almagro-Rafael_Nadal,Nicolas Almagro,Rafael Nadal,R,L,20140425,Barcelona,QF,16:15,Pista Central,Clay,Mohamed Lahyani,3,1,DebLDecker
20140424-M-Barcelona-R16-Ivan_Dodig-Rafael_Nadal,Ivan Dodig,Rafael Nadal,R,L,20140424,Barcelona,R16,19:25,Pista Central,Clay,Mohamed El Jennati,3,1,DebLDecker
20140423-M-Barcelona-R32-Albert_Ramos-Rafael_Nadal,Albert Ramos,Rafael Nadal,L,L,20140423,Barcelona,R32,15:30,Pista Central,Clay,Magdi Somat,3,1,DebLDecker
20140420-M-Monte_Carlo_Masters-F-Stan_Wawrinka-Roger_Federer,Stan Wawrinka,Roger Federer,R,R,20140420,Monte Carlo Masters,F,15:15,Central,Clay,Cedric Mourier,3,1,Edo
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,David Ferrer,Rafael Nadal,R,L,20140418,Monte Carlo Masters,QF,12:40,Central,Clay,Carlos Bernardes,3,1,DebLDecker
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,Andreas Seppi,Rafael Nadal,R,L,20140417,Monte Carlo Masters,R16,13:05,Central,Clay,Cedric Mourier,3,1,DebLDecker
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,Rafael Nadal,Teymuraz Gabashvili,L,R,20140416,Monte Carlo Masters,R32,14:05,Central,Clay,Pascal Maria,3,1,DebLDecker
20140416-M-Monte_Carlo_Masters-R32-Marin_Cilic-Stan_Wawrinka,Marin Cilic,Stan Wawrinka,R,R,20140416,Monte Carlo Masters,R32,,,Clay,,3,1,Ludo
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,Paolo Lorenzi,Mauricio Echazu,R,R,20140415,San Luis Potosi CH,R32,,Central,Clay,,3,1,d
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,Horacio Zeballos,Ricardo Hocevar,L,R,20140414,Sao Paulo CH,R32,,Quadra Central,Clay,,3,1,d
20140413-M-Monte_Carlo_Masters-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Roger Federer,R,R,20140413,Monte Carlo Masters,SF,,,Clay,,3,0,DanF
20140411-M-Houston-QF-Donald_Young-Fernando_Verdasco,Donald Young,Fernando Verdasco,L,L,20140411,Houston,QF,12:15,,Clay,,3,1,1HandBH
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,Mohamed Safwat,Eduardo Russi,R,R,20140409,Itajai,R32,,Centre,Clay,,3,1,d
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Rafael Nadal,R,L,20140330,Miami Masters,F,15:40,Stadium,Hard,Mohamed Lahyani,3,1,DebLDecker
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,Milos Raonic,Rafael Nadal,R ,L,20140327,Miami Masters,QF,7:00 PM,Stadium,Hard,Cedric Mourier,3,1,DebLDecker
20140326-M-Miami_Masters-QF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Andy Murray,R,R,20140326,Miami Masters,QF,3pm,Stadium,Hard,Damien Steiner,3,1,Edo
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,Fabio Fognini,Rafael Nadal,R ,L,20140325,Miami Masters,R16,9:30 PM,Stadium,Hard,Damian Steiner,3,1,DebLDecker
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,Denis Istomin,Rafael Nadal,R ,L,20140324,Miami Masters,R32,6:15 PM,Stadium,Hard,Carlos Bernardes,3,1,DebLDecker
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,Lleyton Hewitt,Rafael Nadal,R,L ,20140322,Miami Masters,R64,10:30 PM,Stadium,Hard,Gerry Armstrong,3,1,DebLDecker
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,Izak Van Der Merwe,Daniel Cox,R,R,20140317,Rimouski CH,R32,,Centre,Hard,,3,1,d
20140315-M-Indian_Wells_Masters-SF-Roger_Federer-Alexandr_Dolgopolov,Roger Federer,Alexandr Dolgopolov,R,R,20140315,Indian Wells Masters,SF,12am,Stadium,Hard,Mohamed Lahyani,3,1,Edo
20140312-M-Indian_Wells_Masters-R16-Milos_Raonic-Andy_Murray,Milos Raonic,Andy Murray,R,R,20140312,Indian Wells Masters,R16,11:10 AM,Stadium 1,Hard,F. Murphy,3,1,BG
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,Alexandr Dolgopolov,Rafael Nadal,R ,L,20140310,Indian Wells Masters,R32,5:55 PM,Center,Hard,Mohamed Lahyani,3,1,DebLDecker
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,Radek Stepanek,Rafael Nadal,R ,L,20140308,Indian Wells Masters,R64,7:15 PM,Center,Hard,Magdi Somat,3,1,DebLDecker
20140307-M-Indian_Wells_Masters-R128-Dominic_Thiem-Daniel_Kosakowski,Dominic Thiem,Daniel Kosakowski,R,R,20140307,Indian Wells Masters,R128,6:40 PM,Stadium 2,Hard,E. Asderaki,3,1,BG
20140301-M-Acapulco-F-Grigor_Dimitrov-Kevin_Anderson,Grigor Dimitrov,Kevin Anderson,R,R,20140301,Acapulco,F,7pm,Estadio,Hard,Damian Dumusois,3,1,Edo
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Roger Federer,R,R,20140228,Dubai,SF,,Centre,Hard,Mohamed El Jennati,3,1,Sagar Manohar
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,Rudy Coco,Taro Daniel,L,R,20140224,Cherbourg CH,Q3,,Central,Hard,,3,1,d
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,Rafael Nadal,Alexandr Dolgopolov,L,R,20140223,Rio de Janeiro,F,18:15,Center,Clay,Damien Dumusois,3,1,DebLDecker
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,Rafael Nadal,Pablo Andujar,L,R ,20140222,Rio de Janeiro,SF,7:00 PM,Center,Clay,Mohamed Fitouhi,3,1,DebLDecker
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,Rafael Nadal,Joao Sousa,L,R ,20140221,Rio de Janeiro,QF,21:30,Center,Clay,Damien Dumusois,3,1,DebLDecker
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,Albert Montanes,Rafael Nadal,R,L,20140220,Rio de Janeiro,R16,08: PM,Center,Clay,Magdi Somat,3,1,DebLDecker
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,Rafael Nadal,Daniel Gimeno Traver,L,R ,20140218,Rio de Janeiro,R32,20:20,Center,Clay,Adel Nour,3,1,DebLDecker
20140216-M-Rotterdam-F-Marin_Cilic-Tomas_Berdych,Marin Cilic,Tomas Berdych,R,R,20140216,Rotterdam,F,3pm,Centre,Hard,Carlos Bernardes,3,1,Edo
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,Tomas Berdych,Andreas Seppi,R,R,20140210,Rotterdam,R32,,,Hard,,3,1,Isaac
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,Nick Kyrgios,Tim Smyczek,R,R,20140210,Memphis,R32,8:00PM,Centre,Hard,,3,1,FSOT
20140209-M-Zagreb-F-Marin_Cilic-Tommy_Haas,Marin Cilic,Tommy Haas,R,R,20140209,Zagreb,F,3pm,Centre,Hard,Mohamed El Jennai,3,1,Edo
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,Hiroki Moriya,Matt Reid,R,R,20140201,Burnie CH,F,,Centre,Hard,,3,1,FSOT
20140126-M-Australian_Open-F-Stan_Wawrinka-Rafael_Nadal,Stan Wawrinka,Rafael Nadal,R ,L,20140126,Australian Open,F,7:30,Rod Laver,Hard,Carlos Ramos,5,0,DebLDecker
20140123-M-Australian_Open-SF-Stan_Wawrinka-Tomas_Berdych,Stan Wawrinka,Tomas Berdych,R,R,20140123,Australian Open,SF,6.30pm,Rod Laver Arena,Hard,John Blom,5,0,Edo
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,Roger Federer,Andy Murray,R,R,20140122,Australian Open,QF,,Rod Laver Arena,Hard,,5,1,Isaac
20140122-M-Australian_Open-QF-Novak_Djokovic-Stan_Wawrinka,Novak Djokovic,Stan Wawrinka,R,R,20140122,Australian Open,QF,,,Hard,,5,0,Isaac
20140122-M-Australian_Open-QF-Grigor_Dimitrov-Rafael_Nadal,Grigor Dimitrov,Rafael Nadal,R ,L,20140122,Australian Open,QF,3:00 PM,Rod Laver,Hard,Carlos Bernardes,5,0,DebLDecker
20140121-M-Australian_Open-QF-Tomas_Berdych-David_Ferrer,Tomas Berdych,David Ferrer,R,R,20140121,Australian Open,QF,3:20 PM,Laver,Hard,,5,0,BG
20140120-M-Australian_Open-R16-Kei_Nishikori-Rafael_Nadal,Kei Nishikori,Rafael Nadal,R ,L,20140120,Australian Open,R16,3:45,Rod Laver,Hard,Eva Asderaki,5,0,DebLDecker
20140118-M-Australian_Open-R32-Gael_Monfils-Rafael_Nadal,Gael Monfils,Rafael Nadal,R,L,20140118,Australian Open,R32,9:30 PM,Rod Laver,Hard,Jake Garner,5,0,DebLDecker
20140116-M-Australian_Open-R64-Thanasi_Kokkinakis-Rafael_Nadal,Thanasi Kokkinakis,Rafael Nadal,R,L,20140116,Australian Open,R64,5:15 PM,Rod Laver,Hard,Gerry Armstrong,5,0,DebLDecker
20140116-M-Australian_Open-R64-Nick_Kyrgios-Benoit_Paire,Nick Kyrgios,Benoit Paire,R,R,20140116,Australian Open,R64,22:17,Margaret Court Arena,Hard,Carlos Ramos,5,0,1HandBH
20140114-M-Australian_Open-R64-Leonardo_Mayer-Novak_Djokovic,Leonardo Mayer,Novak Djokovic,R,R,20140114,Australian Open,R64,,,Hard,,5,0,Isaac
20140114-M-Australian_Open-R64-Blaz_Kavcic-Roger_Federer,Blaz Kavcic,Roger Federer,R,R,20140114,Australian Open,R64,,,Hard,,5,0,chsv
20140114-M-Australian_Open-R128-James_Duckworth-Roger_Federer,James Duckworth,Roger Federer,R,R,20140114,Australian Open,R128,1:20 PM,Laver,Hard,,5,0,BG
20140113-M-Australian_Open-R128-Ricardas_Berankis-Alexandr_Dolgopolov,Ricardas Berankis,Alexandr Dolgopolov,R,R,20140113,Australian Open,R128,17:40,Court 6,Hard,Mariana Alves,5,0,1HandBH
20140113-M-Australian_Open-R128-Bernard_Tomic-Rafael_Nadal,Bernard Tomic,Rafael Nadal,R,L,20140113,Australian Open,R128,21:45,Rod Laver Arena,Hard,James Keothavong,5,0,DebLDecker
20140111-M-Sydney-F-Bernard_Tomic-Juan_Martin_Del_Potro,Bernard Tomic,Juan Martin Del Potro,R,R,20140111,Sydney,F,,,Hard,,3,1,Backstop5
20140109-M-Sydney-QF-Marinko_Matosevic-Sergiy_Stakhovsky,Marinko Matosevic,Sergiy Stakhovsky,R,R,20140109,Sydney,QF,,,Hard,,3,1,FSOT
20140109-M-Sydney-QF-Juan_Martin_Del_Potro-Radek_Stepanek,Juan Martin Del Potro,Radek Stepanek,R,R,20140109,Sydney,QF,11:40,Centre,Hard,Tony Nimmons,3,1,1HandBH
20140109-M-Sydney-QF-Bernard_Tomic-Alexandr_Dolgopolov,Bernard Tomic,Alexandr Dolgopolov,R,R,20140109,Sydney,QF,,,Hard,,3,1,Isaac
20140109-M-Auckland-QF-Roberto_Bautista_Agut-Jack_Sock,Roberto Bautista Agut,Jack Sock,R,R,20140109,Auckland,QF,,Centre,Hard,Paula Vieira,3,1,FSOT
20140107-M-Sydney-R32-Marinko_Matosevic-Florian_Mayer,Marinko Matosevic,Florian Mayer,R,R,20140107,Sydney,R32,,Centre,Hard,,3,1,Antonio_Eni
20140107-M-Auckland-R32-Michal_Przysiezny-Benoit_Paire,Michal Przysiezny,Benoit Paire,R,R,20140107,Auckland,R32,3:00PM,Centre,Hard,,3,1,FSOT
20140107-M-Auckland-R32-Jose_Rubin_Statham-Lukas_Lacko,Jose Rubin Statham,Lukas Lacko,R,R,20140107,Auckland,R32,12:00PM,Centre,Hard,Paula Vieira,3,1,FSOT
20140106-M-Sydney-R32-Matthew_Ebden-Julien_Benneteau,Matthew Ebden,Julien Benneteau,R,R,20140106,Sydney,R32,,,Hard,,3,1,Isaac
20140106-M-Sydney-R32-Bernard_Tomic-Marcel_Granollers,Bernard Tomic,Marcel Granollers,R,R,20140106,Sydney,R32,,,Hard,,3,1,Isaac
20140105-M-Sao_Paulo_CH-F-Alejandro_Gonzalez-Joao_Souza,Alejandro Gonzalez,Joao Souza,R,R,20140105,Sao Paulo CH,F,11:00,C,Hard,,3,1,FSOT
20140105-M-Chennai-F-Edouard_Roger_Vasselin-Stan_Wawrinka,Edouard Roger Vasselin,Stan Wawrinka,R,R,20140105,Chennai,F,3pm,Centre,Hard,Mohamed El Jennati,3,1,Edo
20140104-M-Doha-F-Rafael_Nadal-Gael_Monfils,Rafael Nadal,Gael Monfils,L,R,20140104,Doha,F,19:20,,Hard,Manuel Messina,3,1,DebLDecker
20140104-M-Chennai-SF-Edouard_Roger_Vasselin-Marcel_Granollers,Edouard Roger Vasselin,Marcel Granollers,R,R,20140104,Chennai,SF,18:15,Centre,Hard,Christoph Damaske,3,1,FSOT
20140103-M-Sao_Paulo_CH-QF-Gastao_Elias-Facundo_Arguello,Gastao Elias,Facundo Arguello,R,R,20140103,Sao Paulo CH,QF,,Centre,Hard,,3,1,JJ
20140103-M-Doha-SF-Peter_Gojowczyk-Rafael_Nadal,Peter Gojowczyk,Rafael Nadal,R,L,20140103,Doha,SF,19:30,Centre,Hard,Cedric Mourier,3,1,DebLDecker
20140103-M-Chennai-QF-Aljaz_Bedene-Stan_Wawrinka,Aljaz Bedene,Stan Wawrinka,R,R,20140103,Chennai,QF,19:35,One,Hard,Christoph Damaske,3,1,FSOT
20140103-M-Brisbane-QF-Marin_Cilic-Kei_Nishikori,Marin Cilic,Kei Nishikori,R,R,20140103,Brisbane,QF,,,Hard,,3,1,Pero
20140102-M-Doha-QF-Ernests_Gulbis-Rafael_Nadal,Ernests Gulbis,Rafael Nadal,R,L,20140102,Doha,QF,21:10,Centre,Hard,Cedric Mourier,3,1,DebLDecker
20140102-M-Brisbane-R16-Lleyton_Hewitt-Feliciano_Lopez,Lleyton Hewitt,Feliciano Lopez,R,L,20140102,Brisbane,R16,,Centre,Hard,Lahyani Mohamed,3,1,1HandBH
20140102-M-Brisbane-QF-Roger_Federer-Marinko_Matosevic,Roger Federer,Marinko Matosevic,R,R,20140102,Brisbane,QF,,,Hard,,3,1,Isaac
20140101-M-Doha-R16-Rafael_Nadal-Tobias_Kamke,Rafael Nadal,Tobias Kamke,L,R,20140101,Doha,R16,18:55,Centre,Hard,Manuel Messina,3,1,DebLDecker
20140101-M-Brisbane-R16-Matthew_Ebden-Kei_Nishikori,Matthew Ebden,Kei Nishikori,R,R,20140101,Brisbane,R16,,,Hard,,3,1,Briton Park
20140101-M-Brisbane-R16-Marin_Cilic-Grigor_Dimitrov,Marin Cilic,Grigor Dimitrov,R,R,20140101,Brisbane,R16,,,Hard,Mohamed Lahyani,3,1,dropshot
20140101-M-Brisbane-R16-Jarkko_Nieminen-Roger_Federer,Jarkko Nieminen,Roger Federer,L,R,20140101,Brisbane,R16,,,Hard,,3,1,Briton
